CrsId,ARCCode,CREDIT TYPE CDE,TRANS YR,TRANS TRM 
2205,ENG202,TR,TR  ,TR
2206,ENG203,TR,TR  ,TR
2207,ENG204,TR,TR  ,TR
2208,EN204,TR,TR  ,TR
2209,MEN110,TR,TR  ,TR
2210,MEN110,TR,TR  ,TR
2211,ELE00,TR,TR  ,TR
2212,BAD348,TR,TR  ,TR
2213,ELE00,TR,TR  ,TR
2214,ELE00,TR,TR  ,TR
2215,ELE00,TR,TR  ,TR
2216,ELE00,TR,0,TR
2217,HST110,TR,TR  ,TR
2218,GEP3B,TR,TR  ,TR
2219,GEP3B,TR,TR  ,TR
2220,ELE00,TR,TR  ,TR
2221,GEP1F,TR,TR  ,TR
2222,GEP1F,TR,TR  ,TR
2223,GEP1F,TR,TR  ,TR
2224,HRP101,TR,TR  ,TR
2225,HRP103,TR,TR  ,TR
2226,HRP201,TR,TR  ,TR
2227,MTH120,TR,TR  ,TR
2228,MTY152,TR,TR  ,TR
2229,BAD340,TR,TR  ,TR
2230,ELE00,TR,TR  ,TR
2231,ELE00,TR,0,TR
2232,ELE00,TR,0,TR
2233,FRN102,TR,TR  ,TR
2234,FRN201,TR,TR  ,TR
2235,ELE00,TR,0,TR
2236,ELE00,TR,0,TR
2237,SPN101,TR,TR  ,TR
2238,SPN101,TR,TR  ,TR
2239,SPN102,TR,TR  ,TR
2240,ELE00,TR,0,TR
2241,ELE00,TR,0,TR
2242,ELE00,TR,0,TR
2243,ELE00,TR,0,TR
2244,MUT101,TR,TR  ,TR
2245,MUT101,TR,TR  ,TR
2246,MUT103,TR,TR  ,TR
2247,MUT103,TR,TR  ,TR
2248,MUT111,TR,TR  ,TR
2249,MUT113,TR,TR  ,TR
2250,MUT201,TR,TR  ,TR
2251,MUT203,TR,TR  ,TR
2252,MUT201,TR,TR  ,TR
2253,MUE351,TR,TR  ,TR
2254,ELE00,TR,0,TR
2255,ELE00,TR,0,TR
2256,ELE00,TR,0,TR
2257,MUH101,TR,TR  ,TR
2258,MUH125,TR,TR  ,TR
2259,ELE00,TR,TR  ,TR
2260,ELE00,TR,TR  ,TR
2261,ELE00,TR,TR  ,TR
2262,MUE221,TR,TR  ,TR
2263,ELE00,TR,0,TR
2264,ELE00,TR,0,TR
2265,ELE00,TR,0,TR
2266,ELE00,TR,0,TR
2267,ELE00,TR,TR  ,TR
2268,GEP1F,TR,TR  ,TR
2269,GEP1F,TR,TR  ,TR
2270,ELE00,TR,0,TR
2271,ELE00,TR,TR  ,TR
2272,ELE00,TR,TR  ,TR
2273,ELE00,TR,TR  ,TR
2274,PNO111,TR,TR  ,TR
2275,ELE00,TR,0,TR
2276,PSY100,TR,TR  ,TR
2277,PSY380,TR,TR  ,TR
2278,ELE00,TR,0,TR
2279,GEP3,TR,TR  ,TR
2280,ELE00,TR,0,TR
2281,ELE00,TR,0,TR
2282,ELE00,TR,0,TR
2283,ELE00,TR,0,TR
2284,ELE00,TR,0,TR
2285,ECN150,TR,TR  ,TR
2286,ELE00,TR,0,TR
2287,ELE00,TR,0,TR
2288,SOC100,TR,TR  ,TR
2289,SOC100,TR,TR  ,TR
2290,ELE00,TR,0,TR
2291,ELE00,TR,0,TR
2292,ELE00,TR,0,TR
2293,ELE00,TR,0,TR
2294,ELE00,TR,TR  ,TR
2295,MUE341,TR,TR  ,TR
2296,ELE00,TR,TR  ,TR
2297,ELE00,TR,TR  ,TR
2298,ELE00,TR,TR  ,TR
2299,ELE00,TR,TR  ,TR
2300,ELE00,TR,TR  ,TR
2301,ELE00,TR,0,TR
2302,ELE00,TR,0,TR
2303,ELE00,TR,0,TR
2304,ELE00,TR,0,TR
2305,ELE00,TR,0,TR
2306,ACC211,TR,TR  ,TR
2307,ART100,TR,TR  ,TR
2308,ELE00,TR,TR  ,TR
2309,ECN201,TR,TR  ,TR
2310,BAD330,TR,TR  ,TR
2311,ELE00,TR,TR  ,TR
2312,BIO100,TR,TR  ,TR
2313,GEP1J,TR,TR  ,TR
2314,CSC100,TR,TR  ,TR
2315,CSC101,TR,TR  ,TR
2316,ELE00,TR,TR  ,TR
2317,ENG101,TR,TR  ,TR
2318,ENG101,TR,TR  ,TR
2319,ENG102,TR,TR  ,TR
2320,ENG102,TR,TR  ,TR
2321,GEP1E,TR,TR  ,TR
2322,HST110,TR,TR  ,TR
2323,HPE180,TR,TR  ,TR
2324,GEP2,TR,TR  ,TR
2325,POL101,TR,TR  ,TR
2326,ELE00,TR,TR  ,TR
2327,PSY101,TR,TR  ,TR
2328,THR120,TR,TR  ,TR
2329,ELE00,TR,TR  ,TR
2330,ELE00,TR,0,TR
2331,ELE00,TR,0,TR
2332,ELE00,TR,0,TR
2333,ELE00,TR,0,TR
2334,ELE00,TR,0,TR
2335,ELE00,TR,0,TR
2336,ELE00,TR,0,TR
2337,ELE00,TR,0,TR
2338,ELE00,TR,0,TR
2339,ELE00,TR,0,TR
2340,ELE00,TR,0,TR
2341,ELE00,TR,0,TR
2342,ELE00,TR,0,TR
2343,ELE00,TR,0,TR
2344,ELE00,TR,0,TR
2345,ELE00,TR,0,TR
2346,ELE00,TR,0,TR
2347,ELE00,TR,0,TR
2348,ELE00,TR,0,TR
2349,ELE00,TR,0,TR
2350,ELE00,TR,0,TR
2351,ELE00,TR,0,TR
2352,ELE00,TR,0,TR
2353,ELE00,TR,0,TR
2354,ELE00,TR,0,TR
2355,ELE00,TR,0,TR
2356,ELE00,TR,0,TR
2357,ELE00,TR,0,TR
2358,ELE00,TR,0,TR
2359,ELE00,TR,0,TR
2360,ELE00,TR,0,TR
2361,ELE00,TR,0,TR
2362,ELE00,TR,0,TR
2363,ELE00,TR,0,TR
2364,ELE00,TR,0,TR
2365,ELE00,TR,TR  ,TR
2366,ELE00,TR,TR  ,TR
2367,ELE00,TR,TR  ,TR
2368,VOI101,TR,TR  ,TR
2369,VOI101,TR,TR  ,TR
2370,ELE00,TR,0,TR
2371,ELE00,TR,0,TR
2372,ELE00,TR,0,TR
2373,ELE00,TR,0,TR
2374,ELE00,TR,0,TR
2375,ELE00,TR,0,TR
2376,ELE00,TR,TR  ,TR
2377,ELE00,TR,0,TR
2378,CHM150,TR,TR  ,TR
2379,ELE00,TR,0,TR
2380,ELE00,TR,0,TR
2381,ELE00,TR,0,TR
2382,ELE00,TR,0,TR
2383,ELE00,TR,0,TR
2384,ENG101,TR,TR  ,TR
2385,ELE00,TR,TR  ,TR
2386,ENG101,TR,TR  ,TR
2387,ENG101,TR,TR  ,TR
2388,ENG102,TR,TR  ,TR
2389,ELE00,TR,0,TR
2390,ELE00,TR,0,TR
2391,ELE00,TR,0,TR
2392,MEN150,TR,TR  ,TR
2393,ELE00,TR,TR  ,TR
2394,ELE00,TR,TR  ,TR
2395,MEN190,TR,TR  ,TR
2396,MEN150,TR,TR  ,TR
2397,GEP3,TR,TR  ,TR
2398,ELE00,TR,0,TR
2399,ELE00,TR,0,TR
2400,ELE00,TR,0,TR
2401,GEP1F,TR,TR  ,TR
2402,ELE00,TR,TR  ,TR
2403,GEP1E,TR,TR  ,TR
2404,ELE00,TR,0,TR
2405,ELE00,TR,0,TR
2406,ELE00,TR,0,TR
2407,ELE00,TR,0,TR
2408,ELE00,TR,0,TR
2409,ELE00,TR,0,TR
2410,ELE00,TR,0,TR
2411,ELE00,TR,0,TR
2412,ELE00,TR,0,TR
2413,ELE00,TR,0,TR
2414,ELE00,TR,0,TR
2415,ELE00,TR,0,TR
2416,ELE00,TR,0,TR
2417,ELE00,TR,0,TR
2418,ELE00,TR,0,TR
2419,ELE00,TR,0,TR
2420,MUT103,TR,TR  ,TR
2421,ELE00,TR,TR  ,TR
2422,ELE00,TR,TR  ,TR
2423,ELE00,TR,TR  ,TR
2424,ELE00,TR,TR  ,TR
2425,MUA101,TR,TR  ,TR
2426,ELE00,TR,TR  ,TR
2427,MUT101,TR,TR  ,TR
2428,MUT111,TR,TR  ,TR
2429,ELE00,TR,TR  ,TR
2430,MUA101,TR,TR  ,TR
2431,ELE00,TR,0,TR
2432,ELE00,TR,TR  ,TR
2433,HPE155,TR,TR  ,TR
2434,HPE153,TR,TR  ,TR
2435,ELE00,TR,TR  ,TR
2436,PHI200,TR,TR  ,TR
2437,PSY100,TR,TR  ,TR
2438,PSY100,TR,TR  ,TR
2439,PSY100,TR,TR  ,TR
2440,ELE00,TR,0,TR
2441,MUH100,TR,TR  ,TR
2442,ELE00,TR,0,TR
2443,ELE00,TR,0,TR
2444,ELE00,TR,0,TR
2445,ELE00,TR,0,TR
2446,THR115,TR,TR  ,TR
2447,ELE00,TR,0,TR
2448,BIO190,TR,TR  ,TR
2449,ENG101,TR,TR  ,TR
2450,HPE151,TR,TR  ,TR
2451,GEP3N,TR,TR  ,TR
2452,MTH113,TR,TR  ,TR
2453,ELE00,TR,TR  ,TR
2454,ELE00,TR,TR  ,TR
2455,BIO100,TR,TR  ,TR
2456,ELE00,TR,0,TR
2457,MTH115,TR,TR  ,TR
2458,ELE00,TR,0,TR
2459,ENG101,TR,TR  ,TR
2460,ELE00,TR,TR  ,TR
2461,ART100,TR,TR  ,TR
2462,GEP3A,TR,TR  ,TR
2463,ELE00,TR,TR  ,TR
2464,ART111,TR,TR  ,TR
2465,ART130,TR,TR  ,TR
2466,CHM150,TR,TR  ,TR
2467,CSC101,TR,TR  ,TR
2468,ENG101,TR,TR  ,TR
2469,ENG102,TR,TR  ,TR
2470,GEP2,TR,TR  ,TR
2471,GEP3B,TR,TR  ,TR
2472,GEP3B,TR,TR  ,TR
2473,MTH113,TR,TR  ,TR
2474,PSY100,TR,TR  ,TR
2475,PSY233,TR,TR  ,TR
2476,SOC100,TR,TR  ,TR
2477,SPN101,TR,TR  ,TR
2478,THR120,TR,TR  ,TR
2479,ELE00,TR,0,TR
2480,GEP3B,TR,TR  ,TR
2481,GEP3B,TR,TR  ,TR
2482,HST201,TR,0,TR
2483,ELE00,TR,0,TR
2484,BIO105,TR,TR  ,TR
2485,ELE00,TR,TR  ,TR
2486,ELE00,TR,0,TR
2487,ELE00,TR,TR  ,TR
2488,ELE00,TR,0,TR
2489,ELE00,TR,0,TR
2490,ELE00,TR,0,TR
2491,ELE00,TR,0,TR
2492,ELE00,TR,0,TR
2493,ELE00,TR,TR  ,TR
2494,CHM150,TR,TR  ,TR
2495,CHM150,TR,TR  ,TR
2496,ELE00,TR,0,TR
2497,ELE00,TR,0,TR
2498,ELE00,TR,0,TR
2499,ELE00,TR,0,TR
2500,ENG101,TR,TR  ,TR
2501,ENG102,TR,TR  ,TR
2502,ENG102,TR,0,TR
2503,ENG201,TR,TR  ,TR
2504,HPE255,TR,TR  ,TR
2505,ELE00,TR,0,TR
2506,ELE00,TR,0,TR
2507,MTH105,TR,TR  ,TR
2508,MTH115,TR,TR  ,TR
2509,GEP2,TR,TR  ,TR
2510,ELE00,TR,0,TR
2511,ELE00,TR,0,TR
2512,ELE00,TR,0,TR
2513,ELE00,TR,0,TR
2514,POL101,TR,TR  ,TR
2515,ELE00,TR,0,TR
2516,ELE00,TR,0,TR
2517,THR125,TR,TR  ,TR
2518,ELE00,TR,0,TR
2519,ELE00,TR,0,TR
2520,SPN101,TR,TR  ,TR
2521,SPN102,TR,TR  ,TR
2522,ELE00,TR,0,TR
2523,ELE00,TR,0,TR
2524,SOC100,TR,TR  ,TR
2525,MTH220,TR,TR  ,TR
2526,ELE00,TR,0,TR
2527,PSY380,TR,TR  ,TR
2528,ENG101,TR,TR  ,TR
2529,ENG102,TR,TR  ,TR
2530,MUH110,TR,TR  ,TR
2531,ELE00,TR,TR  ,TR
2532,THR120,TR,TR  ,TR
2533,ELE00,TR,0,TR
2534,ELE00,TR,0,TR
2535,ELE00,TR,0,TR
2536,THR120,TR,TR  ,TR
2537,ELE00,TR,0,TR
2538,ELE00,TR,0,TR
2539,ELE00,TR,0,TR
2540,ELE00,TR,0,TR
2541,ENG101,TR,TR  ,TR
2542,ENG102,TR,TR  ,TR
2543,ELE00,TR,0,TR
2544,HST201,TR,TR  ,TR
2545,HST202,TR,TR  ,TR
2546,ELE00,TR,0,TR
2547,ELE00,TR,0,TR
2548,ELE00,TR,0,TR
2549,ELE00,TR,0,TR
2550,ELE00,TR,0,TR
2551,ELE00,TR,0,TR
2552,ELE00,TR,0,TR
2553,ELE00,TR,0,TR
2554,ELE00,TR,0,TR
2555,ELE00,TR,0,TR
2556,ELE00,TR,0,TR
2557,ELE00,TR,0,TR
2558,ELE00,TR,0,TR
2559,ELE00,TR,0,TR
2560,ELE00,TR,0,TR
2561,ELE00,TR,0,TR
2562,THR120,TR,TR  ,TR
2563,PSY100,TR,TR  ,TR
2564,ELE00,TR,0,TR
2565,ELE00,TR,0,TR
2566,ELE00,TR,0,TR
2567,ELE00,TR,0,TR
2568,ELE00,TR,0,TR
2569,FIN200,TR,TR  ,TR
2570,ACC211,TR,TR  ,TR
2571,SOC100,TR,TR  ,TR
2572,PSY100,TR,TR  ,TR
2573,ECN201,TR,TR  ,TR
2574,ECN202,TR,TR  ,TR
2575,ENG101,TR,TR  ,TR
2576,ENG102,TR,TR  ,TR
2577,HPE255,TR,TR  ,TR
2578,GEP1E,TR,TR  ,TR
2579,ELE00,TR,TR  ,TR
2580,MTH120,TR,TR  ,TR
2581,MTH210,TR,TR  ,TR
2582,PHY241,TR,TR  ,TR
2583,GEP3C,TR,TR  ,TR
2584,GEP3A,TR,TR  ,TR
2585,ELE00,TR,TR  ,TR
2586,GEP3,TR,TR  ,TR
2587,CHM190,TR,TR  ,TR
2588,ENG291,TR,TR  ,TR
2589,ENG292,TR,TR  ,TR
2590,ENG201,TR,TR  ,TR
2591,ELE00,TR,TR  ,TR
2592,ELE00,TR,TR  ,TR
2593,ENG391,TR,TR  ,TR
2594,ELE00,TR,0,TR
2595,ELE00,TR,0,TR
2596,ELE00,TR,TR  ,TR
2597,SPN201,TR,TR  ,TR
2598,SPN202,TR,TR  ,TR
2599,WST200,TR,TR  ,TR
2600,GEP3N,TR,TR  ,TR
2601,MUH110,TR,TR  ,TR
2602,ELE00,TR,TR  ,TR
2603,ELE00,TR,TR  ,TR
2604,ELE00,PF,TR  ,TR
2605,ELE00,TR,TR  ,TR
2606,ELE00,PF,TR  ,TR
2607,ELE00,PF,TR  ,TR
2608,ELE00,TR,TR  ,TR
2609,ELE00,TR,TR  ,TR
2610,ELE00,TR,TR  ,TR
2611,ELE00,PF,TR  ,TR
2612,ELE00,PF,TR  ,TR
2613,ELE00,TR,TR  ,TR
2614,ELE00,TR,TR  ,TR
2615,ELE00,TR,TR  ,TR
2616,CSC201,TR,TR  ,TR
2617,ECN202,TR,TR  ,TR
2618,ECN201,TR,TR  ,TR
2619,ENG101,TR,TR  ,TR
2620,ELE00,TR,TR  ,TR
2621,ENG102,TR,TR  ,TR
2622,ENV102,TR,TR  ,TR
2623,ELE00,TR,TR  ,TR
2624,GEP1,TR,TR  ,TR
2625,GEP1E,TR,TR  ,TR
2626,GEP3N,TR,TR  ,TR
2627,GEP1F,TR,TR  ,TR
2628,ELE00,TR,TR  ,TR
2629,MTH108,TR,TR  ,TR
2630,MTH110,TR,TR  ,TR
2631,ELE00,TR,TR  ,TR
2632,BAD352,TR,TR  ,TR
2633,ELE00,TR,TR  ,TR
2634,ECN191,TR,TR  ,TR
2635,PHI100,TR,TR  ,TR
2636,POL101,TR,TR  ,TR
2637,HPE255,TR,TR  ,TR
2638,MTH113,TR,TR  ,TR
2639,ART100,TR,TR  ,TR
2640,PHY143,TR,TR  ,TR
2641,ELE00,TR,TR  ,TR
2642,ELE00,TR,0,TR
2643,THR100,TR,TR  ,TR
2644,ELE00,TR,0,TR
2645,ENG203,TR,TR  ,TR
2646,HPE255,TR,TR  ,TR
2647,ELE00,TR,TR  ,TR
2648,ELE00,TR,0,TR
2649,MTH113,TR,TR  ,TR
2650,PSY100,TR,TR  ,TR
2651,REL206,TR,TR  ,TR
2652,ELE00,TR,0,TR
2653,PHI305,TR,TR  ,TR
2654,ELE00,TR,TR  ,TR
2655,BAD206,TR,TR  ,TR
2656,ECN201,TR,TR  ,TR
2657,ELE00,TR,TR  ,TR
2658,ECN202,TR,TR  ,TR
2659,ACC211,TR,TR  ,TR
2660,ACC212,TR,TR  ,TR
2661,BAD340,TR,TR  ,TR
2662,BAD330,TR,TR  ,TR
2663,BAD351,TR,TR  ,TR
2664,ACC409,TR,TR  ,TR
2665,THR120,TR,TR  ,TR
2666,BAD191,TR,TR  ,TR
2667,ENG101,TR,TR  ,TR
2668,ENG102,TR,TR  ,TR
2669,HST110,TR,TR  ,TR
2670,MTH110,TR,TR  ,TR
2671,PHI180,TR,TR  ,TR
2672,PSY100,TR,TR  ,TR
2673,BIO100,TR,TR  ,TR
2674,BIO100,TR,TR  ,TR
2675,ELE00,TR,TR  ,TR
2676,ENG101,TR,TR  ,TR
2677,ENG101,TR,TR  ,TR
2678,ENG102,TR,TR  ,TR
2679,ENG102,TR,TR  ,TR
2680,ENG203,TR,TR  ,TR
2681,GEP3N,TR,TR  ,TR
2682,ELE00,TR,TR  ,TR
2683,MTH115,TR,TR  ,TR
2684,MUH110,TR,TR  ,TR
2685,PSY100,TR,TR  ,TR
2686,PSY100,TR,TR  ,TR
2687,SPN101,TR,TR  ,TR
2688,THR100,TR,TR  ,TR
2689,ELE00,TR,TR  ,TR
2690,ELE00,TR,0,TR
2691,ELE00,TR,0,TR
2692,ELE00,TR,0,TR
2693,ELE00,TR,0,TR
2694,ELE00,TR,0,TR
2695,ELE00,TR,0,TR
2696,ELE00,TR,0,TR
2697,ELE00,TR,0,TR
2698,ELE00,TR,0,TR
2699,ELE00,TR,0,TR
2700,ELE00,TR,0,TR
2701,ELE00,TR,0,TR
2702,ELE00,TR,0,TR
2703,ELE00,TR,0,TR
2704,ELE00,TR,0,TR
2705,ELE00,TR,0,TR
2706,ELE00,TR,0,TR
2707,ELE00,TR,0,TR
2708,ELE00,TR,0,TR
2709,ELE00,TR,0,TR
2710,ELE00,TR,0,TR
2711,ELE00,TR,0,TR
2712,ELE00,TR,0,TR
2713,ELE00,TR,0,TR
2714,ELE00,TR,0,TR
2715,DAN114,TR,TR  ,TR
2716,ART100,TR,TR  ,TR
2717,ART113,TR,TR  ,TR
2718,ART170,TR,TR  ,TR
2719,ELE00,TR,TR  ,TR
2720,ELE00,TR,TR  ,TR
2721,CHM303,TR,TR  ,TR
2722,ENG101,TR,TR  ,TR
2723,ENG102,TR,TR  ,TR
2724,ENG201,TR,TR  ,TR
2725,MTH120,TR,TR  ,TR
2726,ELE00,TR,TR  ,TR
2727,ELE00,TR,TR  ,TR
2728,MTH351,TR,TR  ,TR
2729,MTH423,TR,TR  ,TR
2730,ELE00,TR,TR  ,TR
2731,ELE00,TR,TR  ,TR
2732,MTH413,TR,TR  ,TR
2733,HPE140,TR,TR  ,TR
2734,HPE255,TR,TR  ,TR
2735,ELE00,TR,TR  ,TR
2736,ELE00,TR,TR  ,TR
2737,SPN102,TR,TR  ,TR
2738,SPN201,TR,TR  ,TR
2739,BIO100,TR,TR  ,TR
2740,SED300,TR,TR  ,TR
2741,ENG102,TR,TR  ,TR
2742,BI169,TR,TR  ,TR
2743,ELE00,TR,0,TR
2744,ELE00,TR,0,TR
2745,ELE00,TR,0,TR
2746,ELE00,TR,0,TR
2747,ELE00,TR,0,TR
2748,ELE00,TR,0,TR
2749,ELE00,TR,TR  ,TR
2750,ELE00,TR,TR  ,TR
2751,ELE00,TR,0,TR
2752,PLP875,TR,TR  ,TR
2753,PLP870,TR,TR  ,TR
2754,PLP855,TR,TR  ,TR
2755,PLP845,TR,TR  ,TR
2756,PLP850,TR,TR  ,TR
2757,PLP885,TR,TR  ,TR
2758,ELE00,TR,TR  ,TR
2759,ELE00,TR,TR  ,TR
2760,ELE00,TR,TR  ,TR
2761,ELE00,TR,TR  ,TR
2762,ELE00,GR,TR  ,TR
2763,ELE00,TR,0,TR
2764,ACC211,TR,TR  ,TR
2765,ACC212,TR,TR  ,TR
2766,ELE00,TR,0,TR
2767,BAD206,TR,TR  ,TR
2768,ELE00,TR,TR  ,TR
2769,BAD351,TR,TR  ,TR
2770,GEP1J,TR,TR  ,TR
2771,GEP3,TR,TR  ,TR
2772,ENV101,TR,TR  ,TR
2773,BIO100,TR,TR  ,TR
2774,ELE00,TR,0,TR
2775,THR120,TR,TR  ,TR
2776,THR120,TR,TR  ,TR
2777,ECN201,TR,TR  ,TR
2778,ECN202,TR,TR  ,TR
2779,ELE00,TR,TR  ,TR
2780,ELE00,TR,TR  ,TR
2781,ELE00,TR,0,TR
2782,ELE00,TR,0,TR
2783,ENG101,TR,TR  ,TR
2784,ENG101,TR,TR  ,TR
2785,ENG102,TR,TR  ,TR
2786,ENG102,TR,TR  ,TR
2787,ELE00,TR,TR  ,TR
2788,FIN200,TR,TR  ,TR
2789,GER101,TR,TR  ,TR
2790,GER102,TR,TR  ,TR
2791,GEP3N,TR,TR  ,TR
2792,GE211,TR,TR  ,TR
2793,MTH108,TR,TR  ,TR
2794,MTH108,TR,TR  ,TR
2795,MTH113,TR,TR  ,TR
2796,BAD330,TR,TR  ,TR
2797,ELE00,TR,0,TR
2798,ELE00,TR,0,TR
2799,ELE00,TR,0,TR
2800,ELE00,TR,0,TR
2801,ELE00,TR,0,TR
2802,BAD340,TR,TR  ,TR
2803,BAD345,TR,TR  ,TR
2804,MEN150,TR,TR  ,TR
2805,MUA102,TR,TR  ,TR
2806,ELE00,TR,TR  ,TR
2807,ELE00,TR,TR  ,TR
2808,ELE00,TR,TR  ,TR
2809,ELE00,TR,TR  ,TR
2810,MUH101,TR,TR  ,TR
2811,MUH103,TR,TR  ,TR
2812,ELE00,TR,TR  ,TR
2813,ELE00,TR,TR  ,TR
2814,MUA103,TR,TR  ,TR
2815,MUA201,TR,TR  ,TR
2816,MUT301,TR,TR  ,TR
2817,ELE00,TR,TR  ,TR
2818,ELE00,TR,TR  ,TR
2819,ELE00,TR,TR  ,TR
2820,ELE00,TR,0,TR
2821,ELE00,TR,TR  ,TR
2822,PHI100,TR,TR  ,TR
2823,ELE00,TR,0,TR
2824,GEP3C,TR,TR  ,TR
2825,PSY102,TR,TR  ,TR
2826,ELE00,TR,0,TR
2827,REL205,TR,TR  ,TR
2828,REL205,TR,TR  ,TR
2829,REL201,TR,TR  ,TR
2830,REL206,TR,TR  ,TR
2831,THR100,TR,TR  ,TR
2832,ELE00,TR,0,TR
2833,ELE00,TR,0,TR
2834,ELE00,TR,0,TR
2835,ART201,TR,TR  ,TR
2836,ART202,TR,TR  ,TR
2837,BIO191,TR,TR  ,TR
2838,ELE00,TR,TR  ,TR
2839,ELE00,TR,TR  ,TR
2840,THR120,TR,TR  ,TR
2841,ECN201,TR,TR  ,TR
2842,ENG101,TR,TR  ,TR
2843,ENG101,TR,TR  ,TR
2844,ENG102,TR,TR  ,TR
2845,ENG102,TR,TR  ,TR
2846,ENG204,TR,TR  ,TR
2847,HPE255,TR,TR  ,TR
2848,GEP1E,TR,TR  ,TR
2849,GEP1F,TR,TR  ,TR
2850,GEP1E,TR,TR  ,TR
2851,MTH110,TR,TR  ,TR
2852,HPE255,TR,TR  ,TR
2853,PSY100,TR,TR  ,TR
2854,PSY100,TR,TR  ,TR
2855,REL104,TR,TR  ,TR
2856,SOC100,TR,TR  ,TR
2857,PSY100,TR,TR  ,TR
2858,SOC100,TR,TR  ,TR
2859,ELE00,TR,0,TR
2860,ATH330,TR,TR  ,TR
2861,ART100,TR,TR  ,TR
2862,PHY143,TR,TR  ,TR
2863,ELE00,TR,0,TR
2864,ELE00,TR,0,TR
2865,BIO191,TR,TR  ,TR
2866,BIO190,TR,TR  ,TR
2867,ELE00,TR,0,TR
2868,CSC101,TR,TR  ,TR
2869,CSC100,TR,TR  ,TR
2870,ELE00,TR,TR  ,TR
2871,GEP2P,TR,TR  ,TR
2872,ELE00,TR,0,TR
2873,ELE00,TR,0,TR
2874,ENG101,TR,TR  ,TR
2875,ENG101,TR,TR  ,TR
2876,ENG101,TR,TR  ,TR
2877,ENG101,TR,TR  ,TR
2878,ENG102,TR,TR  ,TR
2879,ENG102,TR,TR  ,TR
2880,ELE00,TR,TR  ,TR
2881,ELE00,TR,0,TR
2882,ELE00,TR,0,TR
2883,GEP1F,TR,TR  ,TR
2884,GEP1E,TR,TR  ,TR
2885,HST202,TR,TR  ,TR
2886,HST202,TR,TR  ,TR
2887,GEP1E,TR,TR  ,TR
2888,ELE00,TR,TR  ,TR
2889,GEP2,TR,TR  ,TR
2890,MTH105,TR,TR  ,TR
2891,GEP2,TR,TR  ,TR
2892,MUH110,TR,TR  ,TR
2893,PHI100,TR,TR  ,TR
2894,ELE00,TR,0,TR
2895,PSY100,TR,TR  ,TR
2896,PSY100,TR,TR  ,TR
2897,PSY100,TR,TR  ,TR
2898,PSY101,TR,TR  ,TR
2899,PSY100,TR,TR  ,TR
2900,PSY380,TR,TR  ,TR
2901,PSY100,TR,TR  ,TR
2902,SOC100,TR,TR  ,TR
2903,SOC100,TR,TR  ,TR
2904,ELE00,TR,0,TR
2905,THR120,TR,TR  ,TR
2906,ART100,TR,TR  ,TR
2907,BIO100,TR,TR  ,TR
2908,ELE00,TR,TR  ,TR
2909,CSC101,TR,TR  ,TR
2910,ENG101,TR,TR  ,TR
2911,ENG102,TR,TR  ,TR
2912,ENG101,TR,TR  ,TR
2913,ENG102,TR,TR  ,TR
2914,HST201,TR,TR  ,TR
2915,HST202,TR,TR  ,TR
2916,MTH105,TR,TR  ,TR
2917,PSY100,TR,TR  ,TR
2918,PSY380,TR,TR  ,TR
2919,ELE00,TR,TR  ,TR
2920,GEP3C,TR,TR  ,TR
2921,ELE00,TR,0,TR
2922,ELE00,TR,0,TR
2923,ELE00,TR,0,TR
2924,ELE00,TR,0,TR
2925,ELE00,TR,0,TR
2926,ELE00,TR,0,TR
2927,ELE00,TR,0,TR
2928,ELE00,TR,0,TR
2929,ELE00,TR,0,TR
2930,ELE00,TR,0,TR
2931,ELE00,TR,0,TR
2932,ELE00,TR,0,TR
2933,ELE00,TR,0,TR
2934,ART100,TR,TR  ,TR
2935,ELE00,TR,TR  ,TR
2936,ELE00,TR,TR  ,TR
2937,ELE00,TR,TR  ,TR
2938,ELE00,TR,0,TR
2939,ELE00,TR,0,TR
2940,SED385,TR,TR  ,TR
2941,SED390,TR,TR  ,TR
2942,ELE00,TR,0,TR
2943,ELE00,TR,0,TR
2944,BIO100,TR,TR  ,TR
2945,BIO100,TR,TR  ,TR
2946,ELE00,TR,0,TR
2947,ELE00,TR,0,TR
2948,CSC100,TR,TR  ,TR
2949,ELE00,TR,0,TR
2950,THR120,TR,TR  ,TR
2951,THR120,TR,TR  ,TR
2952,THR120,TR,TR  ,TR
2953,DAN110,TR,TR  ,TR
2954,THR100,TR,TR  ,TR
2955,THR115,TR,TR  ,TR
2956,ELE00,TR,TR  ,TR
2957,ECN201,TR,TR  ,TR
2958,ELE00,TR,0,TR
2959,ELE00,TR,0,TR
2960,ELE00,TR,0,TR
2961,ENG101,TR,TR  ,TR
2962,ENG203,TR,TR  ,TR
2963,ENG201,TR,TR  ,TR
2964,ENG101,TR,TR  ,TR
2965,ENG101,TR,TR  ,TR
2966,ENG101,TR,TR  ,TR
2967,ELE00,TR,TR  ,TR
2968,ENG101,TR,TR  ,TR
2969,ENG101,TR,TR  ,TR
2970,ENG102,TR,TR  ,TR
2971,ENG102,TR,TR  ,TR
2972,ELE00,TR,TR  ,TR
2973,ELE00,TR,TR  ,TR
2974,ELE00,TR,0,TR
2975,ELE00,TR,0,TR
2976,HST110,TR,TR  ,TR
2977,HST202,TR,TR  ,TR
2978,GEP1E,TR,TR  ,TR
2979,GEP1E,TR,TR  ,TR
2980,HST201,TR,TR  ,TR
