CrsId,OrgCode,CrsCode,CrsName,CreditHours,GradeCode
10541,002445,ANT104,Intro to Cul Anthro,3,T
10542,002445,ART103,Art History lll,3,T
10543,002445,ART111,Drawing l,3,T
10544,002445,CIS110,Computer Info Sys for Mgmt,3,T
10545,002445,ENG101,Composition,3,T
10546,002445,ENG102,English Comp ll,3,T
10547,002445,ESW206,Nutrition,3,T
10548,002445,GEOL130,Cultural Geography,3,T
10549,002445,GLG115,Environmental Geol,4,T
10550,002445,HIS241,History of the Holocaust,3,T
10551,002445,MAT106,Math Applications,3,T
10552,002445,MUS110,Music Appreciation,3,T
10553,002445,POL101,Intro to Pol Sc,3,T
10554,002445,PSY101,Intro to Psychology,3,T
10555,002445,PSY136,Personality,3,T
10556,002445,PSY206,Human Deve Life Span,3,T
10557,002445,PSY210,Educational Psy,3,T
10558,002445,PSY215,Abnormal Psychology,3,T
10559,002445,SOC101,Intro to Sociology,3,T
10560,002445,SPA101,Elem Spanish l,3,T
10561,002445,SPA102,Elem Spanish ll,3,T
10562,002445,SPA201,Intermediate Span l,3,T
10563,002445,SPC120,Public Speaking,3,T
10564,002445,TRANS001,Transfer Work,3,T
10565,005440,DN105,Jazz Dance I,1,T
10566,005440,PS101,American Government,3,T
10567,005440,PY201,General Psychology,3,T
10568,005440,PY215,Child Psychology,3,T
10569,005440,SO101,Intro Sociology,3,T
10570,005440,SP108,Fundamentals Speech,3,T
10571,005423,BB101,Survey of the Old Test,3,T
10572,005423,CM220,Public Speech & Rhet,3,T
10573,005423,ED504,Tech in Content,3,T
10574,005423,EN101,English Composition,3,T
10575,005423,EN102,English Composition II,3,T
10576,005423,MS101,Intro to Music,3,T
10577,004512,ANPHMO1L,Intro Human An/Phys,5,T
10578,004512,BIOLM01,Principles of Biology,4,T
10579,004512,BUS03,Applied Accounting,3,T
10580,004512,CHEMM12,Introductory Chemistry I,5,T
10581,004512,ENGLM01A,English Composition,3,T
10582,004512,HSM19,Medical Terminology,3,T
10583,004512,MICRM01,Prin of Microbiology,5,T
10584,004512,PEM03A,Run-Fitness Cond,1.5,T
10585,004512,PHILM07,Intro to Logic,3,T
10586,004512,PHOTM01A,Beginning Photography,3,T
10587,004512,PHSOM01,Human Phisiology,5,T
10588,004512,PSYM04,Child Psychology,3,T
10589,004512,SOCM01,Intro to Sociology,3,T
10590,001524,ART110,Art Appreciation,3,T
10591,001524,BIO180,Human Antomy & Physiology,4,T
10592,001524,BIO181,Human Anatomy & Phys II,4,T
10593,001524,BIO111,General Biology I,4,T
10594,001524,BIO119,Microbiology,4,T
10595,001524,BIO180,Human Anat&Physio I,4,T
10596,001524,BIO181,Human Anatomy&Physiology,4,T
10597,001524,BUS136,Business Law,3,T
10598,001524,CHM131,Chemsitry I,4,T
10599,001524,CHM131,Chemistry I,4,T
10600,001524,COM101,Composition I,3,T
10601,001524,COM102,Composition II,3,T
10602,001524,COM103,Speech Fundamentals,3,T
10603,001524,COM103,Speech Fundamentals,3,T
10604,001524,EDU205,Children's Literature,3,T
10605,001524,HUM101,Humanities I,3,T
10606,001524,MAT139,Probability & Stats,4,T
10607,001524,MAT141,College Algebra,4,T
10608,001524,MRT110,Medical Terminology,3,T
10609,001524,MTH150,Calculus 1/Analytical Geometry,5,T
10610,001524,MTH139,Statistics,3,T
10611,001524,MTH141,College Algebra,3,T
10612,001524,MUS106,Introduction to American Music,3,T
10613,001524,MUS106,Intro to American Music,3,T
10614,001524,PEH152,Lifetime Activities,2,T
10615,001524,PEH154,Team Sports,2,T
10616,001524,PEH170,First Aid,3,T
10617,001524,PEH154,Team Sports,2,T
10618,001524,PHI101,Introduction to Philosophy,3,T
10619,001524,PHI120,World Religions,3,T
10620,001524,PSC110,American Government,3,T
10621,001524,PSY101,Introduction to Psychology,3,T
10622,001524,PSY105,Child Psychology,3,T
10623,001524,PSY205,Abnormal Psych,3,T
10624,001524,SOC102,Marriage & Family,3,T
10625,001524,SOC101,Sociology,3,T
10626,001487,ENG624,Am Writ in Perspect,3,T
10627,001487,ENG628,Literary Criticism,3,T
10628,001487,ENG648,Eng Romantic Period,3,T
10629,001487,ENG604,Linguistics:Grammar,3,T
10630,006415,EDUC500,Inst Stratrgy Art Teachers,3,T
10631,006415,EDUC500,Principles and Research,3,T
10632,005418,ENG101,Funds of Comp,3,T
10633,005418,ENG102,Funds of Comp,3,T
10634,005418,HIS101,History of Civ,3,T
10635,005418,HIS102,Hist of Civ,3,T
10636,005418,PHI100,Crit Thinking,2,T
10637,005418,PHS100,Phy Sciences,4,T
10638,*0008,BIO000,Biology,1.5,T
10639,*0008,BIO001,Biology,1.5,T
10640,*0008,BIO002,Anatomy,2.5,T
10641,*0008,BIO003,Integrative Anthropology,1.5,T
10642,*0008,CHM000,Chemistry,2.5,T
10643,*0008,CSC000,Computer Science,3,T
10644,*0008,EDU000,Psychology and Education,2.5,T
10645,*0008,FORLN000,Foreign Language,1.5,T
10646,*0008,FORLN001,Russian Language,1,T
10647,*0008,HST000,Russian History,3,T
10648,*0008,MTH000,Mathematics,3,T
10649,*0008,PE000,Physical Education,2,T
10650,*0008,PE001,History of Physical Education,2.5,T
10651,*0008,PE002,Gymnastics,2.5,T
10652,*0008,PE003,Track and Field,2,T
10653,*0008,PHY000,Physics,3,T
10654,*0008,REL000,History of Religion,1,T
10655,*0008,REL001,Ethics,2,T
10656,002423,ART103,Hist of Art,3,T
10657,002423,ENG101,Forms of Literature,3,T
10658,002423,REL101,Intro to Religious Studies,3,T
10659,005501,ACC201,Financial Accounting I,3,T
10660,005501,ACC202,Managerial Accounting,3,T
10661,005501,ART101,Art Appreciation,3,T
10662,005501,BIO101,Life Science,4,T
10663,005501,BUS206,Principles of Mgmt,3,T
10664,005501,BUS207,Legal Environment,3,T
10665,005501,BUS308,Organizational Behavior,3,T
10666,005501,BUS314,Human Resources Mgmt,3,T
10667,005501,BUS319,Management Info Sys,3,T
10668,005501,ECO211,Principles of Economics I,3,T
10669,005501,ECO212,Principles of Econ II,3,T
10670,005501,ENG112,Writing II,3,T
10671,005501,EXS100,Fitness&Wellness,2,T
10672,005501,MAT213,Statistics,3,T
10673,005501,MKT205,Prin of Marketing,3,T
10674,005501,POL201,Int'l Relations,3,T
10675,005501,PSY111,Intro to Psych,3,T
10676,005501,REL220,Religions of the East,3,T
10677,005501,REL342,Professional&Buiness,3,T
10678,000850,PSY1115,Psych of Adjustment,3,T
10679,000850,PSYC2111,Psy of Human Growth/Develop,3,T
10680,002563,AFR131,Afro-American Lit 2,3,T
10681,002563,AFR142,History African Civ,3,T
10682,002563,AFR194,Afro-amer Thr Ens,1,T
10683,002563,AHS131,Anatomy & Physiology 1,4,T
10684,002563,BIO101,General Biology 1,4,T
10685,002563,CHE107,General Chemistry,4,T
10686,002563,COM101,Oral Communication,3,T
10687,002563,ENG102,Composition 2,3,T
10688,002563,MAT102,Intro Statistics,3,T
10689,002563,MAT109,Algebra & Trigonometry,4,T
10690,002563,PED251,Fam & Human Sexuality,3,T
10691,002563,PED293,Community Health,3,T
10692,002563,PSY203,General Psychology I,3,T
10693,002563,PSY213,Child Development,3,T
10694,002563,SOC201,Intro Sociology,3,T
10695,003550,ARTH111,Drawing I,3,T
10696,003550,ARTH161,Ceramics I,3,T
10697,003550,BIOH110,Prin of Human Body,3,T
10698,003550,BIOH111,Intro to Nutrition,3,T
10699,003550,ENGH101,Composition,3,T
10700,003550,ENGH102,Lit & Comp,3,T
10701,003550,MATH167,Prin of Statistics,3,T
10702,003550,PSYH111,General Psych,3,T
10703,003550,PSYH112,General Psych II,3,T
10704,003550,PSYH245,Abnormal Psych,3,T
10705,006093,ART102,Art Appreciation,3,T
10706,006093,BIOL115,Envrionmental Life Science,3,T
10707,006093,CHEM105,Intro Chemistry,5,T
10708,006093,COMM207,Speech,3,T
10709,006093,CSIS100,Compiter Concepts&Apps,3,T
10710,006093,ENGL101,English Comp I,3,T
10711,006093,ENGL289,English Comp II,3,T
10712,006093,HPER150,Lifetime Fitness,1,T
10713,006093,PSYC155,General Psych,3,T
10714,006093,PSYC263,Developmental Psych,3,T
10715,006093,SOSC100,Sociology,3,T
10716,006093,SOSC236,Marriage&Family,3,T
10717,003657,AR1710,Photography I,4,T
10718,003657,EC2120,Introduction to Microeconomics,4,T
10719,003657,ES1110,Env Science:Global Concern,4,T
10720,003657,LAS1110,On Being Human...and Zombies,4,T
10721,003657,LAS1120,The Light Dead Sea,4,T
10722,003657,PE1845,Dodgeball,1,T
10723,003657,PS1110,Introduction to Psychology,4,T
10724,003657,WR1010,Writing in Lib Arts/Sci,4,T
10725,003649,ENG122,English Comp I,3,T
10726,003649,MAT130,Applied Finite Math,3,T
10727,003649,PHIL111,Intro to Critical Thinking,3,T
10728,004531,BIBL111,Essential Christianity,3,T
10729,004531,ENGL111,Freshman Comp I,4,T
10730,004531,MUS160,University Singers,1,T
10731,004531,SOC101,Intrdry Sociology,3,T
10732,000461,ART275,CERAMICS,3,T
10733,000461,BIOL101/101L,HUMAN BIOLOGY,4,T
10734,000461,CEP110,HUM GR/BEH,3,T
10735,000461,CHEM110,PRIN/APP OF CHEM,4,T
10736,000461,COMM265,HUMAN COMMUNICATION,3,T
10737,000461,ECED265,GUIDING YOUNG CHILDREN,3,T
10738,000461,EMD250,INTRO TO ED,2,T
10739,000461,ENGL111,RHETORIC/COMP,4,T
10740,000461,GEOG111,GEOG NAT ENV,4,T
10741,000461,PE102,WEIGHT TRAINING,1,T
10742,000461,PHIL101,ART OF WONDERING,3,T
10743,000461,PHIL136,QUEST FOR GOD,3,T
10744,000461,SOC101,INTRO SOCIOLOGY,3,T
10745,000461,THTR101,INTRO THEATRE,3,T
10746,000461,THTR249,RUNNING CREW,2,T
10747,005513,ART102,Hs/Apr Art ll,3,T
10748,005513,BIO101,Gen Biol,4,T
10749,005513,BIO101,General Biology I,4,T
10750,005513,BIO102,Gen Bio ll,4,T
10751,005513,CSC110,Intro to Computing,3,T
10752,005513,CST100,Principles of Public Speaking,3,T
10753,005513,ENG111,Col Compos I,3,T
10754,005513,ENG111,Col Compos l,3,T
10755,005513,ENG112,Col Compos II,3,T
10756,005513,ENG112,Col Compos ll,3,T
10757,005513,ENG211,Intro to Creative wrtng,3,T
10758,005513,ENG241,Surv Am Lit l,3,T
10759,005513,HIS121,US History l,3,T
10760,005513,HIS122,US History ll,3,T
10761,005513,HIS267,World War ll,3,T
10762,005513,HIS277,Am in Vietnam,3,T
10763,005513,HLT116,Pers Wellness,3,T
10764,005513,MTH152,Math for LA ll,3,T
10765,005513,PHI100,Intro to Philosophy,3,T
10766,005513,PSY215,Abnormal Psy,3,T
10767,005513,PSY200,Principles of Psychology,3,T
10768,005513,PSY245,Educational Psy,3,T
10769,002562,CRWI-GA-1911-006,MFA Transfer,4,T
10770,002562,CRWI-GA-1950-005,MFA Transfer,4,T
10771,002562,CRWI-GA-1951-004,MFA Transfer,4,T
10772,002562,TRANS001,Transfer Work,46,T
10773,005493,ACC210,Principles of Financial Acct I,3,T
10774,005493,ART101,Studio Art I,3,T
10775,005493,BIO101,Principles of Biology,4,T
10776,005493,BUA210,Business Law,3,T
10777,005493,BUA241,Personal Finance,3,T
10778,005493,COM121,Intro to Media Writing,3,T
10779,005493,CSC155,INTERNET HIST/TECH,3,T
10780,005493,CSC156,PROGRAMMIG FOR EVERYONE,3,T
10781,005493,EDU105,Intro to Teaching Profession,3,T
10782,005493,EDU224,Foundations of Teaching,3,T
10783,005493,EDU105,Intro to Teaching,3,T
10784,005493,EDU105,Intro to Teaching Prof,3,T
10785,005493,EDU105,Intro to Teaching Profession,3,T
10786,005493,ENG111,Fr Comp & Intro Library,3,T
10787,005493,ENG112,Intro Lit & Research Papr,3,T
10788,005493,ENG113,FIRST YEAR COMP,3,T
10789,005493,ENG113,Freshman Comp,3,T
10790,005493,FIT107,Fitness Walk,2,T
10791,005493,FIT150,Marching Band,2,T
10792,005493,FIT108,Basketball,2,T
10793,005493,HIS352,Intro Public History,3,T
10794,005493,INQ101,EVERYDAY LIFE,3,T
10795,005493,INQ101,Monuments in Music,3,T
10796,005493,MAT150,Precalculus Mathematics,4,T
10797,005493,MAT211,Calculus I/Differential Cal,4,T
10798,005493,MAT150,PRECALCULUS MATH,4,T
10799,005493,MAT211,CALCULUS,4,T
10800,005493,MAY129,21st Cent Christianity,3,T
10801,005493,MIS210,Intro Info Systems,3,T
10802,005493,MUA101,Elem Pian Class,2,T
10803,005493,MUA145,Woodwind Inst Flut,2,T
10804,005493,MUA146,Woodwind Inst,1,T
10805,005493,MUA101,Elem Piano Class,2,T
10806,005493,MUA102,Elem Piano Class,2,T
10807,005493,MUA115,Voice-S,2,T
10808,005493,MUA116,Voice-S,2,T
10809,005493,MUA145,Flute,2,T
10810,005493,MUE101,Marching Band,1,T
10811,005493,MUE103,Wind Symph,1,T
10812,005493,MUE104,Jazz Ensemble,1,T
10813,005493,MUE111,NC Singers,1,T
10814,005493,MUE103,Wind Symphony,1,T
10815,005493,MUE106,Flute Ensemble,1,T
10816,005493,MUE111,College Singers,1,T
10817,005493,MUE111,NC Singers,1,T
10818,005493,MUS171,Ear Training I,2,T
10819,005493,MUS173,Theory of Mus I,2,T
10820,005493,POS121,American Gov't,3,T
10821,005493,PSY120,GENERAL PSYCH,3,T
10822,005493,PSY230,Developmental Psych,3,T
10823,005493,PSY120,General Psych,3,T
10824,005493,REL110,BIBLICAL HERITAGE,3,T
10825,005493,REL123,Bible as Lit,3,T
10826,005493,REL122,Jurisprudence& the Bible,3,T
10827,002568,ENG202,Wrtg II Intr Lit,3,T
10828,002568,HUS108,Early Childhood Ed,3,T
10829,002568,PSY609,Child Psych,3,T
10830,002568,SOC651,Intro Socio,3,T
10831,002568,SOC655,Mar & Fam,3,T
10832,002558,HIS274,American Military History,3,T
10833,006221,ENGL101,English Composition I,3,T
10834,006221,ENGL102,English Composition II,3,T
10835,006221,MATH100,College Algebra,5,T
10836,006221,PSYC101,General Psychology,3,T
10837,006221,SOCI151,Introductory Sociology,3,T
10838,000713,ENG121,English Composition I,3,T
10839,000713,ENG1223,English Composition II,3,T
10840,000713,MATH0424,Calculus & Analyt Geometry II,5,T
10841,000713,MATH4236,Calculus & Analytic Geometry,5,T
10842,000713,SPCH1020,Fundamentals of Speech,3,T
10843,005003,ACCT221,Accounting I,3,T
10844,005003,ACCT222,Accounting II,3,T
10845,005003,BIO100,Biological Science,4,T
10846,005003,ECON201,Macroeconomics,3,T
10847,005003,ECON201,Microeconomics,3,T
10848,005003,ECON303,Public Finance,3,T
10849,005003,ECON311,Int Micro Theory,3,T
10850,005003,ECON313,Int Macro Thoery,3,T
10851,005003,ECON408,Managerial Economics,3,T
10852,005003,ECON453,Intl Economics,3,T
10853,005003,ENGL101,Ideas&Expressions II,3,T
10854,005003,FOLA100,Elem French I,3,T
10855,005003,GSCP,Global Studies,3,T
10856,005003,HPED125,Basketball,1,T
10857,005003,MATH101,Fund Alge & Trig I,3,T
10858,005003,MATH123,Discrete Math,3,T
10859,005003,MATH131,Calculus I,4,T
10860,005003,MGMT260,Business Communication,3,T
10861,005003,MGMT303,Legal Env Business,3,T
10862,005003,MKTG230,Marketing Concepts,3,T
10863,005003,PHIL101,Intro Philposophy,3,T
10864,005003,PSYC321,Elem Fundamental,3,T
10865,005003,SPAN101,Spanish I,3,T
10866,005003,SPAN102,Spanish II,3,T
10867,005003,SPCH250,Speech,3,T
10868,005496,BIO181,Intro Biology I,4,T
10869,005496,BIO183,Intro Biology II,4,T
10870,005496,CH101,Chem Molecular Sci,4,T
10871,005496,COM226,INTRO PUB RELATION,3,T
10872,005496,ENG101,Academic Writing Rsch,4,T
10873,005496,HA203,Hist American Art,3,T
10874,005496,MA111,PRECALC ALG/TRIG,3,T
10875,005496,PS202,STATE/LOCAL GOVT,3,T
10876,005496,PS312,INTRO PUBLIC ADMIN,3,T
10877,005496,PSY200,Intro to Psych,3,T
10878,005496,PSY200,INTRO TO PSYCH,3,T
10879,005496,SOC202,PRIN OF SOCIOLOGY,3,T
10880,005496,TRANS001,Transfer Work,6,T
10881,005507,AHS101,Anatomy and Physiology,3.33,T
10882,005507,AHS105,Basic Inorganic Chemistry,2.66,T
10883,005507,MLT108,Microbiology,5.33,T
10884,005498,ART130,Art Appreciation,3,T
10885,005498,ART131,Drawing I,3,T
10886,005498,ART133,Design I,3,T
10887,005498,ART231,Art History I,3,T
10888,005498,ART236,Painting I,3,T
10889,005498,ARTS1300,Art Appreciation,3,T
10890,005498,ARTS2340,Ceramics I,3,T
10891,005498,ARTS1300,Art Appreciation,3,T
10892,005498,ARTS1310,Drawing I,3,T
10893,005498,ARTS1330,Design I,3,T
10894,005498,ARTS1340,Design II,3,T
10895,005498,ARTS1360,Digital Imagery,3,T
10896,005498,ARTS2310,Art History I,3,T
10897,005498,ARTS2310,Art History I,3,T
10898,005498,ASLA1310,American Sign Language I,3,T
10899,005498,ASLA1320,American Sign Lang II,3,T
10900,005498,ASLA1320,ASL II,3,T
10901,005498,ASLA2310,ASL III,3,T
10902,005498,ATH1330,Probability&Stats,3,T
10903,005498,BIO141,Biology Principles I,4,T
10904,005498,BIO142,Biology Principles II,4,T
10905,005498,BIOL1410,Principles of Biology I,4,T
10906,005498,BIOL1420,Principles of Biology II,4,T
10907,005498,BIOL1440,Integrated Biol Science & Lab,4,T
10908,005498,BIOL1410,Principles of Biology,4,T
10909,005498,BIOL1410,Principles of Biology I,4,T
10910,005498,BIOL1410,Principles of Biology I,4,T
10911,005498,BIOL1435,Human Biology,4,T
10912,005498,BIOL1450,Environmental Science,4,T
10913,005498,BUSN1330,Intro to Business,3,T
10914,005498,CHEM1431,Chemistry of Life,4,T
10915,005498,CHEM1450,General Chemistry,4,T
10916,005498,CHEM1460,General Chemistry II,4,T
10917,005498,CHPL1000,Chapel,0.5,T
10918,005498,CHPLE1000,Chapel,0.5,T
10919,005498,CHST1310,Old Testament Survey,3,T
10920,005498,CHST1320,New Testament Introduction,3,T
10921,005498,CHST1320,New Testament Survey,3,T
10922,005498,CHST1310,Old Testament,3,T
10923,005498,CHST1310,Old Testament Survey,3,T
10924,005498,CHST1320,New Testament,3,T
10925,005498,CHST1320,New Testament Survey,3,T
10926,005498,COLL1100,FYE-Biology,1,T
10927,005498,COLL1100,Humanities,1,T
10928,005498,COMM2300,Oral Communications,3,T
10929,005498,COMM2300,Oral Comm,3,T
10930,005498,COMM2300,Oral Communication,3,T
10931,005498,CSCI1300,Micro software Applica I,3,T
10932,005498,CSCI1300,Micro Software Applications I,3,T
10933,005498,CSCI1305,Introduction to Information,3,T
10934,005498,CSCI1305,Microcomputer Software App,3,T
10935,005498,CSCI1305,Microsoft Office App,3,T
10936,005498,CSCI1305,Intro Info Technology,3,T
10937,005498,CSCI1305,Intro Information Tech,3,T
10938,005498,CSCI1305,Intro to Info Technology,3,T
10939,005498,CSCI1305,Intro to Information  Tech,3,T
10940,005498,CSI130,Micro Software Appl,3,T
10941,005498,ECED2360,Child Development,3,T
10942,005498,ECED2360,Child Development,3,T
10943,005498,ECED23601,Child Development,3,T
10944,005498,EDU121,Edu Practicum,2,T
10945,005498,EDU5780,Content Reading/Writing,3,T
10946,005498,EDUC1210,Introduction to Education,3,T
10947,005498,EDUC1210,Introduction to Education,3,T
10948,005498,EDUC1210,Intro to Education,3,T
10949,005498,EDUC1210,Intro to Education,3,T
10950,005498,EDUC1210,Introduction to Educ,2,T
10951,005498,EDUC1210,Introduction to Education,3,T
10952,005498,EDUC1215,Integration Technology,3,T
10953,005498,EDUC2230,Foundations of Edu,2,T
10954,005498,EDUC2230,Foundations of Educ,2,T
10955,005498,EDUC23201,Physical Ed and Health Methods,3,T
10956,005498,EDUC23301,Historical Perspectives of Educ,3,T
10957,005498,EDUC3350,Exceptional Learner,3,T
10958,005498,EDUC3410,Educational Psy,3,T
10959,005498,EDUC3410,Educational Psych,4,T
10960,005498,ENG131,Comp & Rhetoric,3,T
10961,005498,ENG131,English Composition,3,T
10962,005498,ENG132,English Comp & Lit,3,T
10963,005498,ENG132,Honors Comp and Lit,3,T
10964,005498,ENG230,Intro to Literature,3,T
10965,005498,ENG231,British Literature,3,T
10966,005498,ENG232,British Literarutre II,3,T
10967,005498,ENG233,American Lit Honors,3,T
10968,005498,ENG234,American Honors,3,T
10969,005498,ENGL1300,Fund. of Writing,3,T
10970,005498,ENGL13010,Comp and Rhetoric,3,T
10971,005498,ENGL1310,Comp and Rhetoric,3,T
10972,005498,ENGL1310,Comp and Rhetoric,3,T
10973,005498,ENGL1310,Composition & Rhetoric,3,T
10974,005498,ENGL1310,Composition and Rhetoric,3,T
10975,005498,ENGL1320,Composition & Literature,3,T
10976,005498,ENGL1320,Composition and Literature,3,T
10977,005498,ENGL1320,Composition and Literature,3,T
10978,005498,ENGL2330,American Literature,3,T
10979,005498,ENGL2340,American Literature II,3,T
10980,005498,ENGL1310,Comp & Rhetoric,3,T
10981,005498,ENGL1310,Comp&Rhetoric,3,T
10982,005498,ENGL1310,Composition & Rhetoric,3,T
10983,005498,ENGL1310,Composition and Rhetoric,3,T
10984,005498,ENGL1310,Composition&Rhetoric,3,T
10985,005498,ENGL1310,English & Rhetoric,3,T
10986,005498,ENGL1310,English Comp I,3,T
10987,005498,ENGL1320,Comp&Literature,3,T
10988,005498,ENGL1320,Composition & Lit,3,T
10989,005498,ENGL1320,Composition & Literature,3,T
10990,005498,ENGL1320,Composition and Lit,3,T
10991,005498,ENGL1320,Composition&Lit,3,T
10992,005498,ENGL1320,Composition&Literature,3,T
10993,005498,ENGL1320,Compositon & Literature,3,T
10994,005498,ENGL1320,English Comp II,3,T
10995,005498,ENGL13201,Composition&Literature,3,T
10996,005498,ENGL2300,Intro to Literature,3,T
10997,005498,ENGL2310,British Literature I,3,T
10998,005498,ENGL2320,British Literature II,3,T
10999,005498,ENGL2330,American Lit I,3,T
11000,005498,ENGL2330,American Literature I,3,T
11001,005498,ENGL2340,American Lit II,3,T
11002,005498,FRE131,Elementary French,3,T
11003,005498,FREN1310,Elementary French,3,T
11004,005498,FREN1320,Elem French II,3,T
11005,005498,FREN1310,French I,0,T
11006,005498,FREN1310,French I,3,T
11007,005498,FREN1320,French II,3,T
11008,005498,HIS132,Western Civ 1550-1815,3,T
11009,005498,HIS133,Western Civilization 1815,3,T
11010,005498,HIS135,West Civ Honors,3,T
11011,005498,HIS136,Western civ Honors,3,T
11012,005498,HIST1310,Westsern Civ thru 1500,3,T
11013,005498,HIST1320,Western Civ 1500-1815,3,T
11014,005498,HIST1350,Western Civilization to 1715,3,T
11015,005498,HIST1360,Western Civ Since 171,3,T
11016,005498,HIST1360,Western Civ Since 1715,3,T
11017,005498,HIST1360,Western Civilization Since 1715,3,T
11018,005498,HIST1350,Western Civ I,3,T
11019,005498,HIST1350,Western Civ I,3,T
11020,005498,HIST1350,Western Civ to 1715,3,T
11021,005498,HIST1350,Western Civilization to 1715,3,T
11022,005498,HIST1350,Western Civilization to 1715,3,T
11023,005498,HIST1360,Western Civ Since 1715,3,T
11024,005498,HIST1360,Western Civ Since 1715,3,T
11025,005498,HLSC1300,Intro to Health&Wellness,3,T
11026,005498,HLTH1300,AHA First Aid,3,T
11027,005498,HLTH1300,First Aid/CPR,3,T
11028,005498,HPE001,Team Sport,0,T
11029,005498,HST132,History Western Civ,3,T
11030,005498,HST135,Western Civ to1715,3,T
11031,005498,JOU130,Fund of News Writing,1,T
11032,005498,JOU131,Fund of News Writing,1,T
11033,005498,MAT151,Algebra & Trig,5,T
11034,005498,MATH1310,College Algebra,3,T
11035,005498,MATH1310,College Algebra,3,T
11036,005498,MATH1315,Contemporary Mathematics,3,T
11037,005498,MATH1330,Probability/Stats,3,T
11038,005498,MATH1410,Calculus One,4,T
11039,005498,MATH1310,College Algebra,3,T
11040,005498,MATH1310,College Algebra,3,T
11041,005498,MATH1310,College Algebra,3,T
11042,005498,MATH1310,College Math,3,T
11043,005498,MATH1315,Contemp Math,3,T
11044,005498,MATH1315,Contemporary Math,3,T
11045,005498,MATH1330,Probability & Statistics,3,T
11046,005498,MATH1330,Statistics,3,T
11047,005498,MATH1335,Adv Algebra & Trig,3,T
11048,005498,MATH1410,Calculus One,4,T
11049,005498,MCOM1300,Intro Mass Comm,3,T
11050,005498,MCOM1300,Intro to Mass Communication,3,T
11051,005498,MUAI1131,Piano Lab,1,T
11052,005498,MUAI1141,Piano Lab,1,T
11053,005498,MUAI2131,Piano Lab,1,T
11054,005498,MUAI2141,Piano Lab,1,T
11055,005498,MUAO2200,Applied Voice,2,T
11056,005498,MUAP1101,Group Piano Leson,1,T
11057,005498,MUAP1101,Group Piano Lesson,1,T
11058,005498,MUAP2200,Applied Voice,2,T
11059,005498,MUAW1210,Woodwinds,2,T
11060,005498,MUAW1220,Woodwinds,2,T
11061,005498,MUAW2210,Woodwinds,2,T
11062,005498,MUAW2220,Woodwinds,2,T
11063,005498,MUIE1100,Instrumental Ensemble,1,T
11064,005498,MUS110,Concert Choir,1,T
11065,005498,MUS130,Music Appreciation,3,T
11066,005498,MUSC1300,Music Appreciation,3,T
11067,005498,MUSC1320,Intro History of Music,3,T
11068,005498,MUSC1320,Intro to Hist of Music & Art,3,T
11069,005498,MUSC1320,Intro to the History of Music,3,T
11070,005498,MUSC1430,Theory,4,T
11071,005498,MUSC1440,Music Theory,4,T
11072,005498,MUSC2130,Intro to Music Technology,1,T
11073,005498,MUSC1310,Jazz Apreciation,3,T
11074,005498,MUSC1320,Intro to Hst of Music & Art,3,T
11075,005498,MUSC1430,Music Theory,4,T
11076,005498,MUSC1440,MusicTheory,4,T
11077,005498,MUVC1100,Concert Choir,1,T
11078,005498,PED100,Phys Fit & Wellness,2,T
11079,005498,PED113,Bowling,1,T
11080,005498,PED119,Skiing,1,T
11081,005498,PHED1130,Bowling,1,T
11082,005498,PHED1200,Phys Fit & Wellness,2,T
11083,005498,PHED1100,Weightlifting,1,T
11084,005498,PHED1130,Bowling,1,T
11085,005498,PHED1200,Con Phy Fitness&Wellness,2,T
11086,005498,PHED1200,Concepts Phy Fitness,2,T
11087,005498,PHED1200,Physical Fitness&Wellness,2,T
11088,005498,PHSC1420,Earth Science & Lab,4,T
11089,005498,PHSC1420,Physical Science & Lab,4,T
11090,005498,PLSC1300,Intro to Political Science,3,T
11091,005498,PLSC2310,American National Government,3,T
11092,005498,PSY231,General Psychology,3,T
11093,005498,PSY236,Adolescent Psychology,3,T
11094,005498,PSYC2310,General Psychology,3,T
11095,005498,PSYC2310,General Psych,3,T
11096,005498,PSYC2310,General Psychology,3,T
11097,005498,PSYC23101,General Psychology,3,T
11098,005498,PSYC2345,Stats for Behavioral Science,3,T
11099,005498,PSYC2350,Human Growth&Devel,3,T
11100,005498,PSYC2385,Adolescent Psychology,3,T
11101,005498,PSYC3310,Abnormal Psych,3,T
11102,005498,PSYC3320,Theories of Personality,3,T
11103,005498,PSYC3350,Psych Tests&Measurements,3,T
11104,005498,PSYCH2310,General Psych,3,T
11105,005498,REL131,Intro to Old Testament,3,T
11106,005498,REL131,Old Testament Survey,3,T
11107,005498,REL132,Intro to New Testament,3,T
11108,005498,RLGN1320,New Testament,3,T
11109,005498,RLGN3390,World Religions,3,T
11110,005498,SOC231,Introduction to Sociology,3,T
11111,005498,SOCY2310,Introduction to Sociology,3,T
11112,005498,SOCY2310,Introduction to Sociology,3,T
11113,005498,SOCY3310,Marriage&Family,3,T
11114,005498,SOSY3310,Marriage&Family,3,T
11115,005498,SPA131,Elementary Spanish,3,T
11116,005498,SPA132,Elementary Spanish,3,T
11117,005498,SPA141,Elementary Spanish,3,T
11118,005498,SPA231,Intermediate Spanish,3,T
11119,005498,SPA232,Intermediate Spanish,3,T
11120,005498,SPAN1320,Spanish II,3,T
