"CrsID","ARCCode","TYear","TTerm","CreditType"
2756,"Elective credit only","TR","TR","TR"
2757,"Elective credit only","0000","TR","TR"
2758,"Elective credit only","0000","TR","TR"
2759,"Elective credit only","0000","TR","TR"
2760,"Elective credit only","0000","TR","TR"
2761,"Elective credit only","0000","TR","TR"
2762,"Elective credit only","0000","TR","TR"
2763,"Elective credit only","0000","TR","TR"
2764,"Elective credit only","TR","TR","TR"
2765,"Elective credit only","0000","TR","TR"
2767,"Elective credit only","0000","TR","TR"
2768,"Elective credit only","0000","TR","TR"
2769,"Elective credit only","0000","TR","TR"
2770,"Elective credit only","0000","TR","TR"
2771,"Elective credit only","0000","TR","TR"
2772,"Elective credit only","0000","TR","TR"
2773,"Elective credit only","0000","TR","TR"
2775,"Elective credit only","0000","TR","TR"
2776,"Elective credit only","0000","TR","TR"
2777,"Elective credit only","0000","TR","TR"
2779,"Elective credit only","0000","TR","TR"
2780,"Elective credit only","0000","TR","TR"
2781,"Elective credit only","0000","TR","TR"
2782,"Elective credit only","0000","TR","TR"
2783,"HST110","TR","TR","TR"
2784,"Elective credit only","TR","TR","TR"
2786,"Elective credit only","TR","TR","TR"
2787,"ELE00","TR","TR","TR"
2788,"HCA350","TR","TR","TR"
2789,"ELE00","TR","TR","TR"
2790,"ELE00","TR","TR","TR"
2791,"Elective credit only","0000","TR","TR"
2792,"Elective credit only","TR","TR","TR"
2793,"Elective credit only","TR","TR","TR"
2794,"Elective credit only","TR","TR","TR"
2795,"Elective credit only","TR","TR","TR"
2796,"ITL101","0000","TR","TR"
2796,"Elective credit only","0000","TR","TR"
2799,"ITL102","TR","TR","TR"
2800,"Elective credit only","0000","TR","TR"
2801,"Elective credit only","0000","TR","TR"
2802,"Elective credit only","0000","TR","TR"
2803,"Elective credit only","0000","TR","TR"
2804,"Elective credit only","0000","TR","TR"
2805,"Elective credit only","0000","TR","TR"
2806,"MTH115","TR","TR","TR"
2807,"Elective credit only","0000","TR","TR"
2808,"BAD330","TR","TR","TR"
2809,"Elective credit only","0000","TR","TR"
2810,"Elective credit only","0000","TR","TR"
2811,"Elective credit only","0000","TR","TR"
2812,"MTH115","TR","TR","TR"
2813,"MTH120","TR","TR","TR"
2814,"Elective credit only","TR","TR","TR"
2815,"Elective credit only","0000","TR","TR"
2817,"Elective credit only","0000","TR","TR"
2818,"Elective credit only","0000","TR","TR"
2819,"Elective credit only","0000","TR","TR"
2821,"Elective credit only","0000","TR","TR"
2823,"Elective credit only","0000","TR","TR"
2824,"Elective credit only","0000","TR","TR"
2825,"Elective credit only","0000","TR","TR"
2826,"Elective credit only","0000","TR","TR"
2827,"Elective credit only","0000","TR","TR"
2828,"Elective credit only","0000","TR","TR"
2829,"Elective credit only","0000","TR","TR"
2830,"Elective credit only","0000","TR","TR"
2831,"Elective credit only","0000","TR","TR"
2832,"Elective credit only","0000","TR","TR"
2833,"ELE00","TR","TR","TR"
2834,"Elective credit only","0000","TR","TR"
2835,"Elective credit only","0000","TR","TR"
2836,"Elective credit only","0000","TR","TR"
2837,"Elective credit only","0000","TR","TR"
2838,"Elective credit only","0000","TR","TR"
2839,"Elective credit only","0000","TR","TR"
2840,"Elective credit only","0000","TR","TR"
2841,"BIO150","TR","TR","TR"
2842,"Elective credit only","0000","TR","TR"
2843,"Elective credit only","0000","TR","TR"
2844,"Elective credit only","0000","TR","TR"
2845,"Elective credit only","0000","TR","TR"
2847,"PHY101","0000","TR","TR"
2849,"Elective credit only","0000","TR","TR"
2850,"Elective credit only","0000","TR","TR"
2851,"GEP3","TR","TR","TR"
2851,"ELE00","TR","TR","TR"
2853,"Elective credit only","0000","TR","TR"
2854,"Elective credit only","0000","TR","TR"
2855,"PSY100","TR","TR","TR"
2856,"Elective credit only","TR","TR","TR"
2857,"Elective credit only","TR","TR","TR"
2858,"PSY100","TR","TR","TR"
2858,"Elective credit only","0000","TR","TR"
2860,"Elective credit only","0000","TR","TR"
2861,"Elective credit only","0000","TR","TR"
2862,"Elective credit only","0000","TR","TR"
2863,"Elective credit only","0000","TR","TR"
2864,"Elective credit only","0000","TR","TR"
2865,"Elective credit only","0000","TR","TR"
2866,"Elective credit only","0000","TR","TR"
2867,"Elective credit only","0000","TR","TR"
2868,"Elective credit only","0000","TR","TR"
2869,"Elective credit only","0000","TR","TR"
2870,"Elective credit only","0000","TR","TR"
2871,"Elective credit only","0000","TR","TR"
2872,"Elective credit only","0000","TR","TR"
2873,"Elective credit only","0000","TR","TR"
2874,"SOC100","TR","TR","TR"
2875,"Elective credit only","0000","TR","TR"
2876,"Elective credit only","0000","TR","TR"
2877,"Elective credit only","0000","TR","TR"
2878,"Elective credit only","0000","TR","TR"
2879,"Elective credit only","0000","TR","TR"
2880,"SPN102","TR","TR","TR"
2881,"MTH113","TR","TR","TR"
2882,"Elective credit only","0000","TR","TR"
2883,"Elective credit only","0000","TR","TR"
2885,"Elective credit only","0000","TR","TR"
2886,"Elective credit only","0000","TR","TR"
2887,"ART100","0000","TR","TR"
2888,"ART201","0000","TR","TR"
2889,"Elective credit only","0000","TR","TR"
2890,"Elective credit only","0000","TR","TR"
2891,"Elective credit only","0000","TR","TR"
2892,"Elective credit only","0000","TR","TR"
2895,"Elective credit only","0000","TR","TR"
2896,"Elective credit only","0000","TR","TR"
2897,"Elective credit only","0000","TR","TR"
2898,"Elective credit only","0000","TR","TR"
2899,"Elective credit only","0000","TR","TR"
2901,"Elective credit only","0000","TR","TR"
2902,"Elective credit only","0000","TR","TR"
2903,"BIO190","0000","TR","TR"
2904,"Elective credit only","0000","TR","TR"
2903,"BIO100","TR","TR","TR"
2908,"BIO302","TR","TR","TR"
2909,"BIO110","TR","TR","TR"
2910,"GEP2","TR","TR","TR"
2910,"GEP1J","TR","TR","TR"
2912,"GEP2","TR","TR","TR"
2913,"Elective credit only","0000","TR","TR"
2914,"Elective credit only","0000","TR","TR"
2915,"Elective credit only","0000","TR","TR"
2916,"ELE00","TR","TR","TR"
2917,"ELE00","TR","TR","TR"
2918,"FIN200","TR","TR","TR"
2919,"ELE00","TR","TR","TR"
2920,"Elective credit only","0000","TR","TR"
2921,"CHM100","TR","TR","TR"
2922,"CHM190","TR","TR","TR"
2923,"ELE00","TR","TR","TR"
2924,"Elective credit only","0000","TR","TR"
2925,"THR120","0000","TR","TR"
2927,"ECN201","TR","TR","TR"
2928,"Elective credit only","0000","TR","TR"
2929,"Elective credit only","0000","TR","TR"
2930,"Elective credit only","0000","TR","TR"
2931,"Elective credit only","0000","TR","TR"
2932,"Elective credit only","0000","TR","TR"
2933,"Elective credit only","0000","TR","TR"
2934,"ENG101","0000","TR","TR"
2935,"Elective credit only","0000","TR","TR"
2936,"Elective credit only","0000","TR","TR"
2937,"Elective credit only","0000","TR","TR"
2938,"Elective credit only","0000","TR","TR"
2939,"Elective credit only","0000","TR","TR"
2940,"Elective credit only","0000","TR","TR"
2944,"ELE00","TR","TR","TR"
2945,"ENG203","TR","TR","TR"
2946,"Elective credit only","TR","TR","TR"
2947,"HPE255","TR","TR","TR"
2948,"GEP1F","0000","TR","TR"
2948,"Elective credit only","0000","TR","TR"
2950,"GEP3N","0000","TR","TR"
2950,"Elective credit only","0000","TR","TR"
2952,"Elective credit only","0000","TR","TR"
2953,"Elective credit only","0000","TR","TR"
2948,"GEP1E","TR","TR","TR"
2948,"GEP3B","TR","TR","TR"
2959,"Elective credit only","0000","TR","TR"
2960,"GEP3B","0000","TR","TR"
2961,"Elective credit only","0000","TR","TR"
2963,"Elective credit only","0000","TR","TR"
2964,"GEP2","TR","TR","TR"
2965,"MTH110","TR","TR","TR"
2966,"ELE00","TR","TR","TR"
2967,"Elective credit only","0000","TR","TR"
2968,"ELE00","TR","TR","TR"
2969,"MUH110","0000","TR","TR"
2971,"Elective credit only","0000","TR","TR"
2972,"Elective credit only","0000","TR","TR"
2973,"Elective credit only","0000","TR","TR"
2974,"Elective credit only","0000","TR","TR"
2975,"HPE155","TR","TR","TR"
2976,"PHI100","0000","TR","TR"
2978,"PHI180","TR","TR","TR"
2979,"Elective credit only","0000","TR","TR"
2980,"Elective credit only","0000","TR","TR"
2981,"Elective credit only","0000","TR","TR"
2983,"Elective credit only","0000","TR","TR"
2984,"Elective credit only","0000","TR","TR"
2986,"Elective credit only","0000","TR","TR"
2987,"Elective credit only","0000","TR","TR"
2988,"PSY100","0000","TR","TR"
2989,"Elective credit only","0000","TR","TR"
2992,"PSY236","TR","TR","TR"
2993,"PSY380","TR","TR","TR"
2995,"Elective credit only","0000","TR","TR"
2996,"Elective credit only","0000","TR","TR"
2997,"REL104","TR","TR","TR"
2998,"Elective credit only","0000","TR","TR"
2999,"Elective credit only","0000","TR","TR"
3000,"Elective credit only","0000","TR","TR"
3001,"SOC100","0000","TR","TR"
3005,"Elective credit only","0000","TR","TR"
3006,"SPN101","TR","TR","TR"
3008,"SPN102","TR","TR","TR"
3010,"SPN201","TR","TR","TR"
3011,"SPN202","TR","TR","TR"
3012,"Elective credit only","0000","TR","TR"
3013,"Elective credit only","0000","TR","TR"
3014,"Elective credit only","0000","TR","TR"
3015,"Elective credit only","0000","TR","TR"
3016,"Elective credit only","0000","TR","TR"
3017,"Elective credit only","0000","TR","TR"
3018,"Elective credit only","0000","TR","TR"
3019,"FRN102","TR","TR","TR"
3020,"MTH120","TR","TR","TR"
3021,"PHY140","TR","TR","TR"
3022,"GEP3","TR","TR","TR"
3023,"ELE00","TR","TR","TR"
3024,"ELE00","TR","TR","TR"
3025,"EDU309","TR","TR","TR"
3026,"SED300","TR","TR","TR"
3027,"SOC306","TR","TR","TR"
3028,"ELE00","TR","TR","TR"
3029,"HPE255","TR","TR","TR"
3030,"ENG101","TR","TR","TR"
3031,"ELE00","TR","TR","TR"
3032,"MEN150","TR","TR","TR"
3033,"MUH110","TR","TR","TR"
3034,"HPE160","TR","TR","TR"
3035,"HPE255","TR","TR","TR"
3036,"POL101","TR","TR","TR"
3037,"GEP3C","TR","TR","TR"
3038,"REL103","TR","TR","TR"
3039,"SOC100","TR","TR","TR"
3040,"SOC270","TR","TR","TR"
3041,"Elective credit only","0000","TR","TR"
3042,"GEP3","TR","TR","TR"
3043,"EDU621","TR","TR","TR"
3044,"Elective credit only","TR","TR","TR"
3045,"EDU620","TR","TR","TR"
3046,"PSY380","TR","TR","TR"
3047,"ELE00","TR","TR","TR"
3049,"ELE00","TR","TR","TR"
3050,"Elective credit only","TR","TR","TR"
3051,"ENG101","TR","TR","TR"
3052,"ENG102","TR","TR","TR"
3053,"GEP3N","TR","TR","TR"
3054,"Elective credit only","0000","TR","TR"
3055,"GEP3A","TR","TR","TR"
3056,"POL101","TR","TR","TR"
3057,"PSY100","TR","TR","TR"
3058,"TRAN000","TR","TR","TR"
3059,"ATH330","TR","TR","TR"
3060,"ART213","TR","TR","TR"
3061,"ART201","TR","TR","TR"
3062,"ELE00","TR","TR","TR"
3063,"ART111","TR","TR","TR"
3064,"ART112","TR","TR","TR"
3065,"ART113","TR","TR","TR"
3066,"ART150","TR","TR","TR"
3067,"ART170","TR","TR","TR"
3068,"BIO100","0000","TR","TR"
3069,"Elective credit only","0000","TR","TR"
3070,"Elective credit only","0000","TR","TR"
3071,"Elective credit only","0000","TR","TR"
3072,"Elective credit only","0000","TR","TR"
3073,"Elective credit only","0000","TR","TR"
3074,"Elective credit only","0000","TR","TR"
3075,"Elective credit only","0000","TR","TR"
3076,"Elective credit only","0000","TR","TR"
3077,"Elective credit only","0000","TR","TR"
3078,"Elective credit only","0000","TR","TR"
3079,"Elective credit only","0000","TR","TR"
3080,"EDU105","0000","TR","TR"
3082,"Elective credit only","0000","TR","TR"
3083,"ELE00","TR","TR","TR"
3084,"ELE00","TR","TR","TR"
3084,"Elective credit only","0000","TR","TR"
3086,"Elective credit only","0000","TR","TR"
3087,"Elective credit only","0000","TR","TR"
3088,"Elective credit only","0000","TR","TR"
3089,"Elective credit only","0000","TR","TR"
3090,"Elective credit only","0000","TR","TR"
3080,"ELE00","TR","TR","TR"
3093,"Elective credit only","0000","TR","TR"
3094,"Elective credit only","0000","TR","TR"
3095,"ENG101","0000","TR","TR"
3096,"Elective credit only","0000","TR","TR"
3097,"Elective credit only","0000","TR","TR"
3098,"Elective credit only","0000","TR","TR"
3100,"ENG292","TR","TR","TR"
3101,"ENG102","TR","TR","TR"
3102,"ELE00","TR","TR","TR"
3103,"ENG305","TR","TR","TR"
3104,"ELE00","TR","TR","TR"
3105,"ELE00","TR","TR","TR"
3105,"GEP3A","TR","TR","TR"
3107,"ELE00","TR","TR","TR"
3108,"Elective credit only","0000","TR","TR"
3109,"Elective credit only","0000","TR","TR"
3110,"Elective credit only","0000","TR","TR"
3111,"Elective credit only","0000","TR","TR"
3112,"Elective credit only","0000","TR","TR"
3113,"Elective credit only","0000","TR","TR"
3114,"MTH108","TR","TR","TR"
3115,"Elective credit only","0000","TR","TR"
3116,"Elective credit only","0000","TR","TR"
3117,"Elective credit only","0000","TR","TR"
3118,"PHI180","0000","TR","TR"
3119,"Elective credit only","0000","TR","TR"
3121,"PHI200","TR","TR","TR"
3122,"ELE00","TR","TR","TR"
3123,"POL102","0000","TR","TR"
3124,"POL101","0000","TR","TR"
3123,"ELE00","TR","TR","TR"
3128,"ELE00","TR","TR","TR"
3129,"ELE00","TR","TR","TR"
3130,"Elective credit only","0000","TR","TR"
3131,"PSY204","TR","TR","TR"
3132,"REL104","TR","TR","TR"
3133,"ELE00","TR","TR","TR"
3134,"Elective credit only","0000","TR","TR"
3135,"Elective credit only","0000","TR","TR"
3136,"Elective credit only","0000","TR","TR"
3137,"SPN101","0000","TR","TR"
3138,"Elective credit only","0000","TR","TR"
3139,"Elective credit only","0000","TR","TR"
3141,"Elective credit only","0000","TR","TR"
3142,"Elective credit only","0000","TR","TR"
3143,"THR100","TR","TR","TR"
3144,"Elective credit only","0000","TR","TR"
3146,"Elective credit only","TR","TR","TR"
3148,"GEP3B","TR","TR","TR"
3148,"WST200","TR","TR","TR"
3150,"Elective credit only","0000","TR","TR"
3151,"Elective credit only","0000","TR","TR"
3152,"Elective credit only","0000","TR","TR"
3153,"Elective credit only","0000","TR","TR"
3154,"GEP2","TR","TR","TR"
3155,"Elective credit only","TR","TR","TR"
3156,"Elective credit only","TR","TR","TR"
3157,"Elective credit only","TR","TR","TR"
3158,"Elective credit only","TR","TR","TR"
3159,"Elective credit only","TR","TR","TR"
3160,"Elective credit only","TR","TR","TR"
3161,"BSN00","TR","TR","TR"
3162,"ENG101","TR","TR","TR"
3163,"ART100","TR","TR","TR"
3164,"ART130","TR","TR","TR"
3165,"BIO100","TR","TR","TR"
3166,"ELE00","TR","TR","TR"
3167,"CSC101","TR","TR","TR"
3168,"CSC101","TR","TR","TR"
3169,"ENG101","TR","TR","TR"
3170,"ENG102","TR","TR","TR"
3171,"SOC306","TR","TR","TR"
3172,"ELE00","TR","TR","TR"
3173,"POL101","TR","TR","TR"
3174,"HST201","TR","TR","TR"
3175,"HST202","TR","TR","TR"
3176,"HPE255","TR","TR","TR"
3177,"HPE160","TR","TR","TR"
3178,"PHI180","TR","TR","TR"
3179,"REL104","TR","TR","TR"
3180,"GEP2","TR","TR","TR"
3181,"PSY201","TR","TR","TR"
3182,"PSY100","TR","TR","TR"
3183,"SOC100","TR","TR","TR"
3184,"THR120","TR","TR","TR"
3185,"Elective credit only","0000","TR","TR"
3186,"TRAN000","TR","TR","TR"
3187,"TRAN000","TR","TR","TR"
3188,"TRAN000","TR","TR","TR"
3189,"TRAN000","TR","TR","TR"
3190,"ART201","TR","TR","TR"
3191,"ART202","TR","TR","TR"
3192,"Elective credit only","0000","TR","TR"
3193,"Elective credit only","0000","TR","TR"
3194,"Elective credit only","0000","TR","TR"
3195,"Elective credit only","0000","TR","TR"
3196,"Elective credit only","0000","TR","TR"
3197,"BIO191","TR","TR","TR"
3198,"THR120","0000","TR","TR"
3199,"Elective credit only","0000","TR","TR"
3203,"SOC270","TR","TR","TR"
3204,"HPE151","TR","TR","TR"
3205,"Elective credit only","0000","TR","TR"
3206,"Elective credit only","0000","TR","TR"
3207,"TRAN000","TR","TR","TR"
3208,"EDU305","TR","TR","TR"
3209,"ENG101","0000","TR","TR"
3209,"Elective credit only","0000","TR","TR"
3211,"ENG102","0000","TR","TR"
3212,"Elective credit only","0000","TR","TR"
3213,"Elective credit only","0000","TR","TR"
3214,"ENG101","TR","TR","TR"
3215,"ENG102","TR","TR","TR"
3218,"Elective credit only","0000","TR","TR"
3219,"Elective credit only","0000","TR","TR"
3220,"Elective credit only","0000","TR","TR"
3221,"HST201","0000","TR","TR"
3222,"Elective credit only","0000","TR","TR"
3224,"Elective credit only","0000","TR","TR"
3225,"Elective credit only","0000","TR","TR"
3226,"TRAN000","TR","TR","TR"
3227,"MTH113","TR","TR","TR"
3228,"MUH332","TR","TR","TR"
3229,"Elective credit only","0000","TR","TR"
3230,"Elective credit only","0000","TR","TR"
3231,"Elective credit only","0000","TR","TR"
3232,"ELE00","TR","TR","TR"
3233,"HPE126","TR","TR","TR"
3234,"ELE00","TR","TR","TR"
3235,"HPE180","TR","TR","TR"
3236,"Elective credit only","0000","TR","TR"
3237,"TRAN000","0000","TR","TR"
3239,"Elective credit only","0000","TR","TR"
3240,"Elective credit only","0000","TR","TR"
3241,"Elective credit only","0000","TR","TR"
3242,"Elective credit only","0000","TR","TR"
3243,"Elective credit only","0000","TR","TR"
3244,"Elective credit only","0000","TR","TR"
3245,"Elective credit only","0000","TR","TR"
3246,"Elective credit only","0000","TR","TR"
3247,"Elective credit only","0000","TR","TR"
3248,"GEP3A","TR","TR","TR"
3249,"REL104","TR","TR","TR"
3250,"REL104","TR","TR","TR"
3251,"SOC100","0000","TR","TR"
3252,"ELE00","0000","TR","TR"
3253,"Elective credit only","0000","TR","TR"
3256,"THR201","TR","TR","TR"
3256,"THR221","TR","TR","TR"
3258,"THR203","TR","TR","TR"
3259,"ELE00","TR","TR","TR"
3260,"THR120","TR","TR","TR"
3261,"GEP1E","TR","TR","TR"
3262,"PSY380","TR","TR","TR"
3263,"SOC100","TR","TR","TR"
3264,"SOC306","TR","TR","TR"
3265,"Elective credit only","0000","TR","TR"
3266,"ENG101","0000","TR","TR"
3268,"HST202","0000","TR","TR"
3269,"HST201","TR","TR","TR"
3271,"Elective credit only","0000","TR","TR"
3272,"Elective credit only","0000","TR","TR"
3273,"PSY100","0000","TR","TR"
3275,"PSY201","TR","TR","TR"
3276,"ELE00","TR","TR","TR"
3277,"THR120","TR","TR","TR"
3278,"Elective credit only","0000","TR","TR"
3279,"Elective credit only","0000","TR","TR"
3280,"Elective credit only","0000","TR","TR"
3281,"Elective credit only","0000","TR","TR"
3282,"ELE00","TR","TR","TR"
3283,"ACC211","TR","TR","TR"
3284,"BAD340","TR","TR","TR"
3285,"BAD330","TR","TR","TR"
3286,"ELE00","TR","TR","TR"
3287,"ELE00","TR","TR","TR"
3288,"ELE00","TR","TR","TR"
3289,"GEP1F","TR","TR","TR"
3290,"GEP1P","TR","TR","TR"
3291,"GEP2P","TR","TR","TR"
3292,"ELE00","TR","TR","TR"
3293,"GEP1E","TR","TR","TR"
3294,"ELE00","TR","TR","TR"
3295,"PSY100","TR","TR","TR"
3296,"ENG101","TR","TR","TR"
3297,"SED385","TR","TR","TR"
3298,"SED390","TR","TR","TR"
3299,"BIO100","TR","TR","TR"
3300,"THR120","TR","TR","TR"
3301,"ELE00","TR","TR","TR"
3302,"ELE00","TR","TR","TR"
3303,"ELE00","TR","TR","TR"
3304,"THR100","TR","TR","TR"
3305,"ENG101","TR","TR","TR"
3306,"HST202","TR","TR","TR"
3307,"HPE255","TR","TR","TR"
3308,"ELE00","TR","TR","TR"
3309,"ELE00","TR","TR","TR"
3310,"ELE00","TR","TR","TR"
3311,"HPE154","TR","TR","TR"
3312,"ELE00","TR","TR","TR"
3313,"ELE00","TR","TR","TR"
3314,"Elective credit only","TR","TR","TR"
3315,"Elective credit only","TR","TR","TR"
3316,"Elective credit only","TR","TR","TR"
3317,"PHY241","TR","TR","TR"
3318,"PHY242","TR","TR","TR"
3319,"ELE00","TR","TR","TR"
3321,"ACC211","TR","TR","TR"
3322,"ATH330","0000","TR","TR"
3322,"Elective credit only","0000","TR","TR"
3324,"Elective credit only","0000","TR","TR"
3322,"GEP3C","TR","TR","TR"
3328,"ART201","0000","TR","TR"
3329,"ART202","0000","TR","TR"
3332,"Elective credit only","TR","TR","TR"
3333,"ATM100","TR","TR","TR"
3333,"ATM265","TR","TR","TR"
3335,"ELE00","TR","TR","TR"
3336,"ATM265","TR","TR","TR"
3337,"ART113","0000","TR","TR"
3338,"ART170","0000","TR","TR"
3339,"Elective credit only","0000","TR","TR"
3340,"ART213","TR","TR","TR"
3341,"ART270","0000","TR","TR"
3342,"Elective credit only","0000","TR","TR"
3345,"ART360","TR","TR","TR"
3348,"AST100","TR","TR","TR"
3349,"ELE00","0000","TR","TR"
3349,"Elective credit only","0000","TR","TR"
3351,"Elective credit only","0000","TR","TR"
3353,"GEP1J","0000","TR","TR"
3354,"BIO190","0000","TR","TR"
3355,"Elective credit only","0000","TR","TR"
3356,"Elective credit only","0000","TR","TR"
3349,"BIO100","TR","TR","TR"
3361,"Elective credit only","0000","TR","TR"
3362,"ELE00","TR","TR","TR"
3363,"Elective credit only","0000","TR","TR"
3364,"Elective credit only","0000","TR","TR"
3366,"ECN150","TR","TR","TR"
3367,"ECN201","TR","TR","TR"
3368,"ECN202","TR","TR","TR"
3369,"Elective credit only","0000","TR","TR"
3370,"Elective credit only","0000","TR","TR"
3371,"SED597","TR","TR","TR"
3372,"Elective credit only","0000","TR","TR"
3373,"Elective credit only","0000","TR","TR"
3374,"Elective credit only","0000","TR","TR"
3375,"Elective credit only","0000","TR","TR"
3376,"Elective credit only","0000","TR","TR"
3377,"Elective credit only","0000","TR","TR"
3378,"ELE00","TR","TR","TR"
3378,"EDU360","TR","TR","TR"
3371,"Elective credit only","TR","TR","TR"
3383,"Elective credit only","0000","TR","TR"
3384,"Elective credit only","0000","TR","TR"
3385,"Elective credit only","0000","TR","TR"
3386,"Elective credit only","0000","TR","TR"
3387,"Elective credit only","0000","TR","TR"
3389,"Elective credit only","0000","TR","TR"
3390,"Elective credit only","0000","TR","TR"
3391,"Elective credit only","0000","TR","TR"
3393,"Elective credit only","0000","TR","TR"
3395,"Elective credit only","0000","TR","TR"
3396,"Elective credit only","0000","TR","TR"
3398,"Elective credit only","0000","TR","TR"
3400,"Elective credit only","0000","TR","TR"
3401,"Elective credit only","0000","TR","TR"
3402,"Elective credit only","0000","TR","TR"
3403,"ELE00","TR","TR","TR"
3405,"ELE00","TR","TR","TR"
3406,"ELE00","TR","TR","TR"
3407,"ELE00","TR","TR","TR"
3410,"Elective credit only","TR","TR","TR"
3411,"Elective credit only","TR","TR","TR"
3412,"Elective credit only","TR","TR","TR"
3407,"Elective credit only","TR","TR","TR"
3415,"Elective credit only","TR","TR","TR"
3416,"Elective credit only","TR","TR","TR"
3417,"Elective credit only","0000","TR","TR"
3418,"Elective credit only","0000","TR","TR"
3419,"Elective credit only","0000","TR","TR"
3420,"Elective credit only","0000","TR","TR"
3421,"Elective credit only","0000","TR","TR"
3423,"Elective credit only","0000","TR","TR"
3424,"Elective credit only","0000","TR","TR"
3425,"ENG101","0000","TR","TR"
3426,"ENG102","0000","TR","TR"
3427,"ENG303","0000","TR","TR"
3428,"Elective credit only","0000","TR","TR"
3429,"ENG204","0000","TR","TR"
3430,"Elective credit only","0000","TR","TR"
3431,"ELE00","0000","TR","TR"
3432,"Elective credit only","0000","TR","TR"
3433,"Elective credit only","0000","TR","TR"
3434,"Elective credit only","0000","TR","TR"
3435,"Elective credit only","0000","TR","TR"
3436,"Elective credit only","0000","TR","TR"
3439,"ENG101","TR","TR","TR"
3439,"ENG102","TR","TR","TR"
3444,"ELE00","TR","TR","TR"
3448,"ELE00","TR","TR","TR"
3449,"Elective credit only","0000","TR","TR"
3450,"FRN102","0000","TR","TR"
3451,"FRN201","0000","TR","TR"
3452,"Elective credit only","0000","TR","TR"
3453,"Elective credit only","0000","TR","TR"
3456,"ELE00","TR","TR","TR"
3457,"ELE00","TR","TR","TR"
3458,"ELE00","TR","TR","TR"
3459,"ELE00","TR","TR","TR"
3460,"ELE00","TR","TR","TR"
3461,"GEP3","0000","TR","TR"
3461,"Elective credit only","0000","TR","TR"
3463,"Elective credit only","0000","TR","TR"
3464,"ELE00","0000","TR","TR"
3464,"Elective credit only","0000","TR","TR"
3467,"GEP1M","TR","TR","TR"
3464,"GEP3","TR","TR","TR"
3470,"ELE00","TR","TR","TR"
3471,"Elective credit only","0000","TR","TR"
3472,"Elective credit only","0000","TR","TR"
3473,"Elective credit only","0000","TR","TR"
3474,"ELE00","TR","TR","TR"
3474,"GEP1F","TR","TR","TR"
3477,"GEP1E","TR","TR","TR"
3477,"GEP1F","TR","TR","TR"
3479,"GEP3B","TR","TR","TR"
3480,"ENG101","TR","TR","TR"
3481,"ELE00","TR","TR","TR"
3482,"HST491","TR","TR","TR"
3483,"Elective credit only","0000","TR","TR"
3484,"Elective credit only","0000","TR","TR"
3485,"Elective credit only","0000","TR","TR"
3486,"GEP1F","TR","TR","TR"
3487,"Elective credit only","0000","TR","TR"
3488,"GEP2","0000","TR","TR"
3489,"MTH108","0000","TR","TR"
3490,"GEP2","0000","TR","TR"
3491,"Elective credit only","0000","TR","TR"
3490,"MTH113","TR","TR","TR"
3498,"MTH110","TR","TR","TR"
3499,"ELE00","TR","TR","TR"
3500,"MUH110","0000","TR","TR"
3501,"Elective credit only","0000","TR","TR"
3502,"Elective credit only","0000","TR","TR"
3503,"Elective credit only","0000","TR","TR"
3504,"Elective credit only","0000","TR","TR"
3505,"MEN110","0000","TR","TR"
3506,"MUA101","TR","TR","TR"
3507,"ELE00","TR","TR","TR"
3500,"MUH125","TR","TR","TR"
3511,"ELE00","TR","TR","TR"
3512,"MEN160","TR","TR","TR"
3513,"MUT111","TR","TR","TR"
3514,"MUT113","TR","TR","TR"
3515,"MUA221","TR","TR","TR"
3516,"MUT101","TR","TR","TR"
3517,"MUT103","TR","TR","TR"
3518,"MUH332","TR","TR","TR"
3519,"MUH100","TR","TR","TR"
3520,"MUH460","TR","TR","TR"
3521,"MUT211","TR","TR","TR"
3523,"MUT213","TR","TR","TR"
3524,"MEN130","TR","TR","TR"
3525,"MEN110","TR","TR","TR"
3527,"MEN110","TR","TR","TR"
3528,"MEN110","TR","TR","TR"
3529,"MEN190","TR","TR","TR"
3530,"MEN190","TR","TR","TR"
3531,"MUH103","TR","TR","TR"
3532,"MUT201","TR","TR","TR"
3533,"MUT203","TR","TR","TR"
3534,"VOI101","TR","TR","TR"
3534,"VOI103","TR","TR","TR"
3536,"VLN103","TR","TR","TR"
3536,"VLN201","TR","TR","TR"
3538,"VOI201A","TR","TR","TR"
3539,"HPE153","TR","TR","TR"
3540,"HPE150","TR","TR","TR"
3541,"HPE100","TR","TR","TR"
3542,"HPE151","TR","TR","TR"
3543,"Elective credit only","0000","TR","TR"
3545,"Elective credit only","0000","TR","TR"
3546,"Elective credit only","0000","TR","TR"
3547,"PHI100","TR","TR","TR"
3548,"ELE00","TR","TR","TR"
3549,"PHI205","TR","TR","TR"
3550,"GEP1F","TR","TR","TR"
3551,"ELE00","TR","TR","TR"
3552,"Elective credit only","0000","TR","TR"
3553,"PSY100","0000","TR","TR"
3554,"Elective credit only","0000","TR","TR"
3555,"Elective credit only","0000","TR","TR"
3556,"Elective credit only","0000","TR","TR"
3557,"Elective credit only","0000","TR","TR"
3558,"Elective credit only","0000","TR","TR"
3553,"ELE00","TR","TR","TR"
3553,"Elective credit only","TR","TR","TR"
3564,"PSY100","TR","TR","TR"
3565,"SOC100","0000","TR","TR"
