CrsId,ArcCode,CreditType,TYear,TTerm
4156,FRN102,EX,TR,TR
4157,SPN102,EX,TR,TR
4158,,TR,0,TR
4159,,TR,0,TR
4160,,TR,0,TR
4161,FOLA101,EX,TR,TR
4162,FOLA102,EX,TR,TR
4163,FOLA201,EX,TR,TR
4164,FRLG001,EX,TR,TR
4165,,TR,0,TR
4166,,TR,0,TR
4167,FRLG001,EX,TR,TR
4168,FORL001,EX,TR,TR
4169,GER00,EX,TR,TR
4170,JPN101,EX,TR,TR
4171,LAT00,EX,TR,TR
4172,FORLN000,EX,TR,TR
4173,SPN00,EX,TR,TR
4174,LAT00,EX,TR,TR
4175,SPN00,EX,TR,TR
4176,,TR,0,TR
4177,FORLG001,EX,TR,TR
4178,,TR,0,TR
4179,FR101,EX,TR,TR
4180,FRN101,EX,TR,TR
4181,FR102,EX,TR,TR
4182,FRN102,EX,TR,TR
4183,,TR,0,TR
4184,FREN101,EX,TR,TR
4185,FRN101,EX,TR,TR
4186,FRN101,EX,TR,TR
4187,,TR,0,TR
4188,,TR,0,TR
4189,,TR,0,TR
4190,,TR,0,TR
4191,FORLA001,EX,0,TR
4192,FRN101,EX,0,TR
4193,,EX,0,TR
4194,,TR,0,TR
4195,FRN101,TR,0,TR
4196,FRN102,EX,0,TR
4197,,EX,0,TR
4198,,TR,0,TR
4199,FRN102,TR,0,TR
4200,,TR,0,TR
4201,FRN001,EX,0,TR
4202,FRN101,EX,TR,TR
4203,FRN102,EX,TR,TR
4204,FRN201,EX,TR,TR
4205,FRN101,EX,TR,TR
4206,FRN102,EX,TR,TR
4207,FRN201,EX,TR,TR
4208,,EX,0,TR
4209,,TR,0,TR
4210,,TR,0,TR
4211,,TR,0,TR
4212,,EX,0,TR
4213,,TR,0,TR
4214,,EX,0,TR
4215,,TR,0,TR
4216,,TR,TR,TR
4217,GER001,EX,TR,TR
4218,GER00,EX,TR,TR
4219,GER101,EX,TR,TR
4220,GER101,EX,0,TR
4221,GER102,EX,TR,TR
4222,GER102,EX,0,TR
4223,GER201,EX,TR,TR
4224,FOLA101,EX,TR,TR
4225,FOLA102,EX,TR,TR
4226,FOLA201,EX,TR,TR
4227,,EX,0,TR
4228,,TR,0,TR
4229,HPE001,EX,0,TR
4230,,TR,TR,TR
4231,HPE001,TR,TR,TR
4232,HPE001,EX,TR,TR
4233,HPE00,EX,TR,TR
4234,,EX,TR,TR
4235,HPE00,EX,0,TR
4236,HPE001,TR,0,TR
4237,HPE1,TR,TR,TR
4238,HPE100,EX,TR,TR
4239,HPE153,EX,TR,TR
4240,ITL101,EX,TR,TR
4241,FOLA201,EX,TR,TR
4242,FOLA201,EX,TR,TR
4243,SPN201,EX,TR,TR
4244,,TR,0,TR
4245,,TR,0,TR
4246,,TR,0,TR
4247,ITL101,EX,TR,TR
4248,,TR,0,TR
4249,FOLA101,EX,TR,TR
4250,FOLA102,EX,TR,TR
4251,FOLA201,EX,TR,TR
4252,,EX,0,TR
4253,,TR,0,TR
4254,,EX,TR,TR
4255,LAT001,EX,TR,TR
4256,LAT201,EX,TR,TR
4257,FOLA100,EX,TR,TR
4258,FOLA101,EX,TR,TR
4259,FORLA001,EX,TR,TR
4260,FORLG001,EX,TR,TR
4261,LAT001,EX,TR,TR
4262,MATH,EX,TR,TR
4263,,TR,0,TR
4264,,TR,0,TR
4265,,TR,0,TR
4266,MATH001,EX,TR,TR
4267,,TR,0,TR
4268,,TR,0,TR
4269,,TR,0,TR
4270,,TR,0,TR
4271,MTH001,EX,TR,TR
4272,MTH00,EX,TR,TR
4273,,TR,0,TR
4274,,TR,0,TR
4275,,TR,0,TR
4276,,TR,0,TR
4277,,TR,0,TR
4278,,TR,0,TR
4279,HPE140,EX,TR,TR
4280,PHE001,EX,TR,TR
4281,,TR,0,TR
4282,FORLA001,EX,TR,TR
4283,,TR,0,TR
4284,SED385,EX,TR,TR
4285,HPE132,EX,TR,TR
4286,HPE155,EX,TR,TR
4287,SPA101,EX,TR,TR
4288,SPN101,EX,TR,TR
4289,SPA102,EX,TR,TR
4290,SPN102,EX,TR,TR
4291,,TR,0,TR
4292,,TR,0,TR
4293,SPN201,EX,TR,TR
4294,FORLN000,EX,TR,TR
4295,,EX,TR,TR
4296,FORLA001,EX,TR,TR
4297,SPA201,EX,TR,TR
4298,SPN001,EX,0,TR
4299,SPN102,EX,TR,TR
4300,SPN101,EX,TR,TR
4301,SPN101,EX,0,TR
4302,SPN102,EX,0,TR
4303,SPN201,EX,0,TR
4304,FOLA101,EX,TR,TR
4305,SPN101,EX,TR,TR
4306,FOLA102,EX,TR,TR
4307,SPN102,EX,TR,TR
4308,FOLA201,EX,TR,TR
4309,SPN202,EX,0,TR
4310,,TR,0,TR
4311,SPN00,EX,0,TR
4312,SPN101,EX,0,TR
4313,,EX,0,TR
4314,,TR,0,TR
4315,SPN001,TR,0,TR
4316,,EX,0,TR
4317,,TR,0,TR
4318,SPN102,EX,0,TR
4319,,TR,0,TR
4320,SPN201,EX,0,TR
4321,SPN00,TR,0,TR
4322,SPN101,EX,0,TR
4323,SPN102,EX,0,TR
4324,SPN001,EX,0,TR
4325,SPN001,EX,TR,TR
4326,SPN001,TR,TR,TR
4327,SPN101,EX,TR,TR
4328,SPN102,EX,TR,TR
4329,SPAN101,EX,TR,TR
4330,SPN102,EX,TR,TR
4331,SPN102,EX,0,TR
4332,SPN201,EX,TR,TR
4333,,TR,0,TR
4334,,TR,0,TR
4335,,TR,0,TR
4336,,TR,0,TR
4337,,TR,0,TR
4338,GEP1E,TR,TR,TR
4339,,TR,0,TR
4340,,TR,0,TR
4341,,TR,0,TR
4342,,TR,0,TR
4343,,TR,0,TR
4344,,TR,0,TR
4345,,TR,0,TR
4346,,TR,0,TR
4347,,TR,0,TR
4348,,TR,0,TR
4349,,TR,0,TR
4350,,TR,0,TR
4351,,TR,0,TR
4352,,TR,0,TR
4353,,TR,0,TR
4354,,TR,0,TR
4355,,TR,0,TR
4356,,TR,0,TR
4357,,TR,0,TR
4358,,TR,0,TR
4359,,TR,0,TR
4360,,TR,0,TR
4361,ELE00,TR,TR,TR
4362,ECN150,TR,TR,TR
4363,BAD206,TR,TR,TR
4364,ELE00,TR,TR,TR
4365,ELE00,TR,TR,TR
4366,BAD332,TR,TR,TR
4367,BIO190,TR,TR,TR
4368,THR120,TR,TR,TR
4369,,TR,0,TR
4370,,TR,0,TR
4371,ENG101,TR,TR,TR
4372,ENG102,TR,TR,TR
4373,ELE00,TR,TR,TR
4374,ENG101,TR,TR,TR
4375,MUH110,TR,TR,TR
4376,POL101,TR,TR,TR
4377,,TR,0,TR
4378,,TR,0,TR
4379,PSY100,TR,TR,TR
4380,SOC100,TR,TR,TR
4381,SOC100,TR,TR,TR
4382,,TR,0,TR
4383,BIO190,TR,TR,TR
4384,BIO191,TR,TR,TR
4385,ELE00,TR,TR,TR
4386,ENG101,TR,TR,TR
4387,GEP1E,TR,TR,TR
4388,REL104,TR,TR,TR
4389,,TR,0,TR
4390,ART201,TR,TR,TR
4391,ART100,TR,TR,TR
4392,,TR,0,TR
4393,BIO100,TR,TR,TR
4394,BIO191,TR,TR,TR
4395,BIO100,TR,TR,TR
4396,BIO190,TR,TR,TR
4397,BIO105,TR,TR,TR
4398,ELE00,TR,TR,TR
4399,ECN202,TR,TR,TR
4400,,TR,0,TR
4401,,TR,0,TR
4402,,TR,0,TR
4403,ENG101,TR,TR,TR
4404,ENG102,TR,TR,TR
4405,ENG203,TR,TR,TR
4406,ENG204,TR,TR,TR
4407,ENG203,TR,TR,TR
4408,ENG206,TR,TR,TR
4409,,TR,0,TR
4410,GEP3N,TR,TR,TR
4411,,TR,0,TR
4412,HST110,TR,TR,TR
4413,HST201,TR,TR,TR
4414,GEP1F,TR,TR,TR
4415,ELE00,TR,TR,TR
4416,ELE00,TR,TR,TR
4417,GEP3B,TR,TR,TR
4418,GEP1E,TR,TR,TR
4419,ELE00,TR,TR,TR
4420,GEP1E,TR,TR,TR
4421,GEP3X,TR,TR,TR
4422,HST202,TR,TR,TR
4423,,TR,0,TR
4424,,TR,0,TR
4425,,TR,0,TR
4426,,TR,0,TR
4427,,TR,0,TR
4428,,TR,0,TR
4429,MTH423,TR,TR,TR
4430,MTH113,TR,TR,TR
4431,ELE00,TR,TR,TR
4432,GEP2,TR,TR,TR
4433,MTH105,TR,TR,TR
4434,MUH101,TR,TR,TR
4435,MUH110,TR,TR,TR
4436,,TR,0,TR
4437,,TR,0,TR
4438,PHI200,TR,TR,TR
4439,POL101,TR,TR,TR
4440,,TR,0,TR
4441,,TR,0,TR
4442,,TR,0,TR
4443,PSY100,TR,TR,TR
4444,PSY380,TR,TR,TR
4445,ELE00,TR,TR,TR
4446,REL104,TR,TR,TR
4447,GEP1F,TR,TR,TR
4448,,TR,0,TR
4449,,TR,0,TR
4450,SOC100,TR,TR,TR
4451,SOC306,TR,TR,TR
4452,,TR,0,TR
4453,SPN101,TR,TR,TR
4454,SPA101,TR,TR,TR
4455,SPN102,TR,TR,TR
4456,,TR,0,TR
4457,,TR,TR,TR
4458,THR120,TR,TR,TR
4459,THR100,TR,TR,TR
4460,CSC201,TR,TR,TR
4461,ENG101,TR,TR,TR
4462,SCIE101,TR,TR,TR
4463,ENG305,TR,TR,TR
4464,ELE00,TR,TR,TR
4465,MTH120,TR,TR,TR
4466,ENG101,TR,TR,TR
4467,ENG102,TR,TR,TR
4468,PSY100,TR,TR,TR
4469,HST201,TR,TR,TR
4470,HIST202,TR,TR,TR
4471,ART113,TR,TR,TR
4472,BIO100,TR,TR,TR
4473,CHM201,TR,TR,TR
4474,PSY380,TR,TR,TR
4475,ENG101,TR,TR,TR
4476,ENG102,TR,TR,TR
4477,,TR,TR,TR
4478,,TR,TR,TR
4479,MTH105,TR,TR,TR
4480,PHI200,TR,TR,TR
4481,,TR,TR,TR
4482,PSY100,TR,TR,TR
4483,ELE00,TR,TR,TR
4484,THR120,TR,TR,TR
4485,BIO305,TR,TR,TR
4486,CSC101,TR,TR,TR
4487,PSY380,TR,TR,TR
4488,ELE00,TR,TR,TR
4489,ELE00,TR,TR,TR
4490,MTH115,TR,TR,TR
4491,MUH332,TR,TR,TR
4492,MUH101,TR,TR,TR
4493,MEN150,TR,TR,TR
4494,MEN110,TR,TR,TR
4495,MEN120,TR,TR,TR
4496,MUH100,TR,TR,TR
4497,MUT101,TR,TR,TR
4498,MUT103,TR,TR,TR
4499,MUH111,TR,TR,TR
4500,MUT113,TR,TR,TR
4501,MUA101,TR,TR,TR
4502,MUA103,TR,TR,TR
4503,OBO101A,TR,TR,TR
4504,OBO103A,TR,TR,TR
4505,OBO201A,TR,TR,TR
4506,OBO203A,TR,TR,TR
4507,GEP3,TR,TR,TR
4508,PSY100,TR,TR,TR
4509,MTH113,TR,TR,TR
4510,HST202,TR,TR,TR
4511,CSC208,TR,TR,TR
4512,ECN201,TR,TR,TR
4513,ENG101,TR,TR,TR
4514,ENG102,TR,TR,TR
4515,TRAN000,TR,TR,TR
4516,MTH115,TR,TR,TR
4517,MUH110,TR,TR,TR
4518,THR120,TR,TR,TR
4519,,TR,0,TR
4520,,TR,0,TR
4521,,TR,0,TR
4522,,TR,0,TR
4523,,TR,0,TR
4524,,TR,0,TR
4525,,TR,0,TR
4526,,TR,0,TR
4527,,TR,0,TR
4528,,TR,0,TR
4529,,TR,0,TR
4530,,TR,0,TR
4531,,TR,0,TR
4532,,TR,0,TR
4533,,TR,0,TR
4534,,TR,0,TR
4535,,TR,0,TR
4536,,TR,0,TR
4537,,TR,0,TR
4538,,TR,0,TR
4539,,TR,0,TR
4540,,TR,0,TR
4541,,TR,0,TR
4542,,TR,0,TR
4543,ACC211,TR,TR,TR
4544,ELE00,TR,TR,TR
4545,ELE00,TR,TR,TR
4546,ELE00,TR,TR,TR
4547,PHY143,TR,TR,TR
4548,,TR,0,TR
4549,,TR,0,TR
4550,ELE00,TR,TR,TR
4551,ELE00,TR,TR,TR
4552,,TR,0,TR
4553,ELE00,TR,TR,TR
4554,ENG393,TR,TR,TR
4555,ENG392,TR,TR,TR
4556,,TR,0,TR
4557,ECN202,TR,TR,TR
4558,ECN201,TR,TR,TR
4559,,TR,0,TR
4560,ENG101,TR,TR,TR
4561,ENG101,TR,TR,TR
4562,ELE00,TR,TR,TR
4563,ELE00,TR,TR,TR
4564,,TR,0,TR
4565,,TR,0,TR
4566,MTH105,TR,TR,TR
4567,,TR,0,TR
4568,ELE00,TR,TR,TR
4569,,TR,0,TR
4570,BAD340,TR,TR,TR
4571,,TR,0,TR
4572,,TR,0,TR
4573,,TR,0,TR
4574,,TR,0,TR
4575,,TR,0,TR
4576,,TR,0,TR
4577,,TR,0,TR
4578,,TR,0,TR
4579,,TR,0,TR
4580,,TR,0,TR
4581,,TR,0,TR
4582,,TR,0,TR
4583,,TR,0,TR
4584,,TR,0,TR
4585,,TR,0,TR
4586,PHI100,TR,TR,TR
4587,,TR,0,TR
4588,ELE00,TR,TR,TR
4589,,TR,0,TR
4590,PSY100,TR,TR,TR
4591,REL261,TR,TR,TR
4592,SPN302,TR,TR,TR
4593,SPN303,TR,TR,TR
4594,SPN300,TR,TR,TR
4595,ELE00,TR,TR,TR
4596,SPN400,TR,TR,TR
4597,SPN210,TR,TR,TR
4598,MTH113,TR,TR,TR
4599,SOC310,TR,TR,TR
4600,GEP3B,TR,TR,TR
4601,,TR,0,TR
4602,,TR,0,TR
4603,,TR,0,TR
4604,,TR,0,TR
4605,,TR,0,TR
4606,,TR,0,TR
4607,,TR,0,TR
4608,,TR,0,TR
4609,,TR,0,TR
4610,,TR,0,TR
4611,,TR,0,TR
4612,,TR,0,TR
4613,,TR,0,TR
4614,,TR,0,TR
4615,,TR,0,TR
4616,,TR,0,TR
4617,,TR,0,TR
4618,,TR,0,TR
4619,,TR,0,TR
4620,,TR,0,TR
4621,,TR,0,TR
4622,,TR,0,TR
4623,,TR,0,TR
4624,,TR,0,TR
4625,,TR,0,TR
4626,,TR,0,TR
4627,,TR,0,TR
4628,ENG101,TR,TR,TR
4629,PSY100,TR,TR,TR
4630,ELC381,TR,TR,TR
4631,,TR,0,TR
4632,BIO100,TR,TR,TR
4633,,TR,0,TR
4634,,TR,0,TR
4635,,TR,0,TR
4636,,TR,TR,TR
4637,,TR,0,TR
4638,,TR,0,TR
4639,,TR,0,TR
4640,,TR,0,TR
4641,ENG101,TR,TR,TR
4642,ENG102,TR,TR,TR
4643,,TR,0,TR
4644,,TR,0,TR
4645,,TR,0,TR
4646,,TR,0,TR
4647,,TR,0,TR
4648,MTH120,TR,TR,TR
4649,MTH120,TR,TR,TR
4650,,TR,0,TR
4651,,TR,0,TR
4652,,TR,0,TR
4653,,TR,0,TR
4654,,TR,0,TR
4655,,TR,0,TR
4656,,TR,0,TR
4657,,TR,0,TR
4658,,TR,0,TR
4659,,TR,0,TR
4660,,TR,0,TR
4661,THR120,TR,TR,TR
4662,,TR,0,TR
4663,,TR,0,TR
4664,,TR,0,TR
4665,,TR,0,TR
4666,,TR,TR,TR
4667,,TR,0,TR
4668,TRAN000,TR,TR,TR
4669,ART100,TR,TR,TR
4670,BIO190,TR,TR,TR
4671,ELE00,TR,TR,TR
4672,CHM190,TR,TR,TR
4673,ENG102,TR,TR,TR
4674,ELE00,TR,TR,TR
4675,ELE00,TR,TR,TR
4676,ELE00,TR,TR,TR
4677,POL101,TR,TR,TR
4678,THR100,TR,TR,TR
4679,,TR,0,TR
4680,,TR,0,TR
4681,,TR,0,TR
4682,,TR,0,TR
4683,,TR,0,TR
4684,,TR,0,TR
4685,,TR,0,TR
4686,,TR,0,TR
4687,,TR,0,TR
4688,,TR,0,TR
4689,,TR,0,TR
4690,ENG101,TR,TR,TR
4691,HST202,TR,TR,TR
4692,MTH113,TR,TR,TR
4693,ELE00,TR,TR,TR
4694,MTH113,TR,TR,TR
4695,,TR,0,TR
4696,,TR,0,TR
4697,ACC211,TR,TR,TR
4698,ACC211,TR,TR,TR
4699,GEP3N,TR,TR,TR
4700,,TR,TR,TR
4701,,TR,0,TR
4702,,TR,0,TR
4703,,TR,0,TR
4704,,TR,0,TR
4705,,TR,0,TR
4706,,TR,0,TR
4707,,TR,0,TR
4708,,TR,0,TR
4709,,TR,0,TR
4710,,TR,0,TR
4711,,TR,0,TR
4712,,TR,0,TR
4713,,TR,0,TR
4714,,TR,0,TR
4715,,TR,0,TR
4716,ELE00,TR,TR,TR
4717,ELE00,TR,TR,TR
4718,ELE00,TR,TR,TR
4719,ELE00,TR,TR,TR
4720,ELE00,TR,TR,TR
4721,CHM150,TR,TR,TR
4722,,TR,TR,TR
4723,GEP3,TR,TR,TR
4724,CHM303,TR,TR,TR
4725,CHM403,TR,TR,TR
4726,,TR,TR,TR
4727,,TR,TR,TR
4728,CSC100,TR,TR,TR
4729,,TR,0,TR
4730,ECN201,TR,TR,TR
4731,,TR,0,TR
4732,,TR,0,TR
4733,,TR,0,TR
4734,,TR,0,TR
4735,,TR,0,TR
4736,,TR,0,TR
4737,,TR,0,TR
4738,,TR,0,TR
4739,,TR,0,TR
4740,,TR,0,TR
4741,,TR,0,TR
4742,,TR,0,TR
4743,,TR,0,TR
4744,,TR,0,TR
4745,,TR,0,TR
4746,,TR,0,TR
4747,,TR,0,TR
4748,,TR,0,TR
4749,,TR,0,TR
4750,,TR,0,TR
4751,,TR,0,TR
4752,,HS,TR,TR
4753,EDU591,TR,TR,TR
4754,,TR,TR,TR
4755,,TR,TR,TR
4756,,TR,TR,TR
4757,,TR,0,TR
4758,,TR,0,TR
4759,,TR,0,TR
4760,,TR,0,TR
4761,,TR,0,TR
4762,,TR,TR,TR
4763,,TR,0,TR
4764,,TR,0,TR
4765,,TR,0,TR
4766,,TR,TR,TR
4767,,TR,TR,TR
4768,,TR,TR,TR
4769,,TR,TR,TR
4770,,TR,0,TR
4771,,TR,0,TR
4772,,TR,0,TR
4773,,TR,TR,TR
4774,,TR,TR,TR
4775,,TR,TR,TR
4776,,TR,0,TR
4777,,TR,TR,TR
4778,,TR,0,TR
4779,,TR,0,TR
4780,,TR,0,TR
4781,,TR,0,TR
4782,,TR,0,TR
4783,,TR,0,TR
4784,,TR,0,TR
4785,ELE00,TR,TR,TR
4786,PSY380,TR,TR,TR
4787,,TR,0,TR
4788,,TR,0,TR
4789,,TR,0,TR
4790,,TR,0,TR
4791,,TR,0,TR
4792,ELE00,TR,TR,TR
4793,,TR,0,TR
4794,,TR,TR,TR
4795,ELE00,TR,TR,TR
4796,ELE00,TR,TR,TR
4797,ELE00,TR,TR,TR
4798,,TR,TR,TR
4799,,TR,0,TR
4800,,TR,0,TR
4801,GER201,TR,TR,TR
4802,ELE00,TR,TR,TR
4803,HPE255,TR,TR,TR
4804,ELE00,TR,TR,TR
4805,,TR,0,TR
4806,,TR,0,TR
4807,,TR,0,TR
4808,,TR,0,TR
4809,ELE00,TR,TR,TR
4810,ELE00,TR,TR,TR
4811,,TR,TR,TR
4812,,TR,TR,TR
4813,,TR,TR,TR
4814,,TR,0,TR
4815,,TR,0,TR
4816,,TR,0,TR
4817,MTH115,TR,TR,TR
4818,MTH210,TR,TR,TR
4819,MUH110,TR,TR,TR
4820,PHY140,TR,TR,TR
4821,,TR,0,TR
4822,,TR,0,TR
4823,,TR,0,TR
4824,,TR,0,TR
4825,,TR,0,TR
4826,,TR,0,TR
4827,PSY100,TR,TR,TR
4828,,TR,0,TR
4829,,TR,0,TR
4830,,TR,TR,TR
4831,REL104,TR,TR,TR
4832,REL205,TR,TR,TR
4833,REL206,TR,TR,TR
4834,GEP3B,TR,TR,TR
4835,,TR,0,TR
4836,,TR,0,TR
4837,,TR,0,TR
4838,SOC101,TR,TR,TR
4839,,TR,0,TR
4840,SPN101,TR,TR,TR
4841,SPN101,TR,TR,TR
4842,,TR,0,TR
4843,SPN201,TR,TR,TR
4844,,TR,TR,TR
4845,TRAN001,TR,TR,TR
4846,,TR,0,TR
4847,TRANS001,TR,TR,TR
4848,,TR,0,TR
4849,,TR,0,TR
4850,,TR,0,TR
4851,,TR,0,TR
4852,,TR,0,TR
4853,,TR,0,TR
4854,,TR,TR,TR
4855,,TR,0,TR
4856,,TR,0,TR
4857,,TR,0,TR
4858,BIO100,TR,TR,TR
4859,BIO305,TR,TR,TR
4860,BIO312,TR,TR,TR
4861,VLC101,TR,TR,TR
4862,VLC102,TR,TR,TR
4863,ELE00,TR,TR,TR
4864,CSC280H,TR,TR,TR
4865,THR120,TR,TR,TR
4866,ECN150,TR,TR,TR
4867,,TR,0,TR
4868,,TR,TR,TR
4869,,TR,0,TR
4870,,TR,0,TR
4871,,TR,0,TR
4872,,TR,0,TR
4873,,TR,0,TR
4874,,TR,0,TR
4875,ENG102,TR,TR,TR
4876,,TR,0,TR
4877,ENG204,TR,TR,TR
4878,ENG101,TR,TR,TR
4879,ENG102,TR,TR,TR
4880,ELE00,TR,TR,TR
4881,ELE00,TR,TR,TR
4882,,TR,0,TR
4883,HPE256,TR,TR,TR
4884,HPE255,TR,TR,TR
4885,,TR,0,TR
4886,MTH112,TR,TR,TR
4887,MTH115,TR,TR,TR
4888,MTH113,TR,TR,TR
4889,,TR,0,TR
4890,MUH110,TR,TR,TR
4891,MUT101,TR,TR,TR
4892,MUT103,TR,TR,TR
4893,MUT111,TR,TR,TR
4894,MUT113,TR,TR,TR
4895,MEN110,TR,TR,TR
4896,MEN110,TR,TR,TR
4897,MUH100,TR,TR,TR
4898,MUH100,TR,TR,TR
4899,MUS110,TR,TR,TR
4900,MEN130,TR,TR,TR
4901,HPE120,TR,TR,TR
4902,PNO111,TR,TR,TR
4903,PNO113,TR,TR,TR
4904,POL101,TR,TR,TR
4905,,TR,0,TR
4906,,TR,0,TR
4907,,TR,0,TR
4908,,TR,0,TR
4909,,TR,0,TR
4910,PSY100,TR,TR,TR
4911,PSY380,TR,TR,TR
4912,ELE00,TR,TR,TR
4913,ELE00,TR,TR,TR
4914,,TR,0,TR
4915,REL205,TR,TR,TR
4916,,TR,0,TR
4917,REL206,TR,TR,TR
4918,REL104,TR,TR,TR
4919,REL205,TR,TR,TR
4920,,TR,0,TR
4921,,TR,0,TR
4922,,TR,0,TR
4923,,TR,0,TR
4924,,TR,0,TR
4925,,TR,0,TR
4926,SED385,TR,TR,TR
4927,SED390,TR,TR,TR
4928,,TR,0,TR
4929,,TR,0,TR
4930,,TR,0,TR
4931,ELE00,TR,TR,TR
4932,,TR,TR,TR
4933,,TR,0,TR
4934,,TR,0,TR
4935,ART100,TR,TR,TR
4936,,TR,0,TR
4937,BIO100,TR,TR,TR
4938,FIN200,TR,TR,TR
4939,,TR,TR,TR
4940,,TR,0,TR
4941,,TR,0,TR
4942,ENG101,TR,TR,TR
4943,ENG102,TR,TR,TR
4944,,TR,0,TR
4945,,TR,0,TR
4946,,TR,0,TR
4947,,TR,0,TR
4948,,TR,0,TR
4949,MUH110,TR,TR,TR
4950,,TR,0,TR
4951,PSY100,TR,TR,TR
4952,PSY204,TR,TR,TR
4953,SOC100,TR,TR,TR
4954,,TR,0,TR
4955,,TR,0,TR
4956,,TR,0,TR
4957,,TR,0,TR
4958,,TR,0,TR
4959,,TR,0,TR
4960,,TR,0,TR
4961,,TR,0,TR
4962,CHM150,TR,TR,TR
4963,MTH115,TR,TR,TR
4964,,TR,0,TR
4965,,TR,0,TR
4966,,TR,0,TR
4967,,TR,0,TR
4968,SPN201,TR,TR,TR
4969,,TR,0,TR
4970,BIO100,TR,TR,TR
4971,ELE00,TR,TR,TR
4972,ELE00,TR,TR,TR
4973,ELE00,TR,TR,TR
4974,CHM190,TR,TR,TR
4975,ELE00,TR,TR,TR
4976,ENG101,TR,TR,TR
4977,ENG102,TR,TR,TR
4978,MTH113,TR,TR,TR
4979,MTH115,TR,TR,TR
4980,ELE00,TR,TR,TR
4981,ELE00,TR,TR,TR
4982,PHI180,TR,TR,TR
4983,PSY100,TR,TR,TR
4984,REL104,TR,TR,TR
4985,REL206,TR,TR,TR
4986,CSC101,TR,TR,TR
4987,SOC100,TR,TR,TR
4988,THR100,TR,TR,TR
4989,,TR,0,TR
4990,,TR,0,TR
4991,,TR,0,TR
4992,,TR,0,TR
4993,BIO191,TR,TR,TR
4994,BIO301,TR,TR,TR
4995,BIO411,TR,TR,TR
4996,BIO302,TR,TR,TR
4997,BIO203,TR,TR,TR
4998,ELE00,TR,TR,TR
4999,CHM203,TR,TR,TR
5000,CHM303,TR,TR,TR
5001,CSC101,TR,TR,TR
5002,ENG102,TR,TR,TR
5003,GEP1E,TR,TR,TR
5004,PHI180,TR,TR,TR
5005,PHY241,TR,TR,TR
5006,ELE00,TR,TR,TR
5007,ART100,TR,TR,TR
5008,BIO100,TR,TR,TR
5009,ELE00,TR,TR,TR
5010,ENG101,TR,TR,TR
5011,ENG102,TR,TR,TR
5012,GEP1E,TR,TR,TR
5013,MTH108,TR,TR,TR
5014,POL101,TR,TR,TR
5015,PSY100,TR,TR,TR
5016,SOC100,TR,TR,TR
5017,ART100,TR,TR,TR
5018,,TR,0,TR
5019,,TR,0,TR
5020,GEP3E,TR,TR,TR
5021,ECN201,TR,TR,TR
5022,,TR,0,TR
5023,,TR,0,TR
5024,ENG101,TR,TR,TR
5025,ENG102,TR,TR,TR
5026,ENG305,TR,TR,TR
5027,,TR,0,TR
5028,ELE00,TR,TR,TR
5029,GEP1E,TR,TR,TR
5030,GEP1E,TR,TR,TR
5031,,TR,0,TR
5032,ELE00,TR,TR,TR
5033,MTH113,TR,TR,TR
5034,,TR,0,TR
5035,,TR,0,TR
5036,,TR,0,TR
5037,POL101,TR,TR,TR
5038,PSY100,TR,TR,TR
5039,SOC100,TR,TR,TR
5040,,TR,0,TR
5041,,TR,0,TR
5042,,TR,0,TR
5043,,TR,0,TR
5044,,TR,0,TR
5045,,TR,0,TR
5046,,TR,0,TR
5047,,TR,0,TR
5048,,TR,0,TR
5049,ART100,TR,TR,TR
5050,PHY143,TR,TR,TR
5051,ELE00,TR,TR,TR
5052,BIO191,TR,TR,TR
5053,BIO190,TR,TR,TR
5054,,TR,TR,TR
5055,ELE00,TR,TR,TR
5056,CHM190,TR,TR,TR
5057,CSC101,TR,TR,TR
5058,,TR,0,TR
5059,ECN202,TR,TR,TR
5060,,TR,0,TR
5061,,TR,0,TR
5062,,TR,0,TR
5063,ENG101,TR,TR,TR
5064,,TR,0,TR
5065,ENG102,TR,TR,TR
5066,,TR,0,TR
5067,ENG305,TR,TR,TR
5068,ENG101,TR,TR,TR
5069,ENG102,TR,TR,TR
5070,GEP3N,TR,TR,TR
5071,,TR,TR,TR
5072,,TR,0,TR
5073,FRN101,TR,TR,TR
5074,,TR,0,TR
5075,,TR,0,TR
5076,,TR,0,TR
5077,ELE00,TR,TR,TR
5078,HST201,TR,TR,TR
5079,,TR,0,TR
5080,MTH115,TR,TR,TR
5081,,TR,0,TR
5082,,TR,0,TR
5083,GEP2,TR,TR,TR
5084,MTH115,TR,TR,TR
5085,,TR,0,TR
5086,DAN110,TR,TR,TR
5087,HPE154,TR,TR,TR
5088,ELE00,TR,TR,TR
5089,ELE00,TR,TR,TR
5090,ELE00,TR,TR,TR
5091,PHY140,TR,TR,TR
5092,,TR,0,TR
5093,POL101,TR,TR,TR
5094,,TR,0,TR
5095,PSY100,TR,TR,TR
5096,PSY100,TR,TR,TR
5097,REL104,TR,TR,TR
5098,SPN101,TR,TR,TR
5099,,TR,0,TR
5100,SPN101,TR,TR,TR
5101,SPN102,TR,TR,TR
5102,ART201,TR,TR,TR
5103,ART202,TR,TR,TR
5104,ELE00,TR,TR,TR
5105,,TR,0,TR
5106,,TR,0,TR
5107,BIO190,TR,TR,TR
5108,,TR,0,TR
5109,BIO100,TR,TR,TR
5110,ELE00,TR,TR,TR
